event_id,event_date,state,latitude,longitude,rainfall_1d,rainfall_3d,rainfall_7d
4860,2013-05-11 00:00:00,Assam,26.1016,91.6906,,,
4859,2013-05-11 00:00:00,Assam,26.1771,91.7599,,,
4858,2013-05-11 09:00:00,Assam,26.1662,91.7138,,,
4857,2013-05-11 09:00:00,Mizoram,23.7281,92.7175,,,
4861,2013-05-12 00:00:00,Assam,24.9926,93.4946,,,
4892,2013-06-01 00:00:00,Arunachal Pradesh,27.8776,94.25,,,
4906,2013-06-07 00:00:00,Nagaland,26.0977,94.7499,,,
4905,2013-06-07 00:00:00,Nagaland,26.0977,94.7031,,,
4908,2013-06-08 17:00:00,Sikkim,27.3721,88.708,,,
4990,2013-06-27 23:00:00,Sikkim,27.3765,88.7628,,,
5005,2013-07-01 00:00:00,Nagaland,26.72,95.029,,,
5006,2013-07-01 00:00:00,Nagaland,26.1147,94.3864,,,
5087,2013-07-12 00:00:00,Nagaland,25.6269,94.1139,18.66999626159668,,
5084,2013-07-12 23:00:00,Nagaland,25.616,94.1167,18.66999626159668,,
5107,2013-07-15 00:00:00,Nagaland,25.6269,94.1139,,,
5122,2013-07-17 00:00:00,Nagaland,25.7658,93.9413,,,
5123,2013-07-17 00:00:00,Nagaland,25.7131,94.0885,,,
5250,2013-08-01 00:00:00,Arunachal Pradesh,27.8837,93.0515,,,
5269,2013-08-04 00:00:00,Nagaland,25.8376,94.5234,,,
5275,2013-08-04 00:00:00,Nagaland,26.1498,94.6055,,,
5272,2013-08-04 00:00:00,Nagaland,26.2083,94.5438,,,
5271,2013-08-04 00:00:00,Nagaland,26.284,94.5808,,,
5268,2013-08-04 00:00:00,Nagaland,26.0137,94.5163,,,
5270,2013-08-04 00:00:00,Nagaland,26.0481,94.4619,,,
5274,2013-08-04 00:00:00,Nagaland,26.0838,94.564,,,
5273,2013-08-04 00:00:00,Nagaland,26.1807,94.5497,,,
5300,2013-08-09 00:00:00,Nagaland,25.318,94.0441,,,
5312,2013-08-11 23:00:00,Assam,26.7103,94.693,,,
5427,2013-08-15 00:00:00,Nagaland,25.3833,94.1884,,,
5337,2013-08-16 00:00:00,Nagaland,26.4205,94.9731,,,
5338,2013-08-16 00:00:00,Assam,26.8727,94.9275,,,
5336,2013-08-16 00:00:00,Nagaland,26.3897,94.9439,,,
5343,2013-08-17 23:00:00,Assam,24.7625,93.4341,,,
5421,2013-08-30 00:00:00,Nagaland,26.4205,94.9731,,,
5430,2013-09-01 00:00:00,Manipur,24.9037,93.487,,,
5431,2013-09-01 00:00:00,Assam,24.9829,93.5063,,,
5429,2013-09-01 18:00:00,Sikkim,27.3425,88.2426,,,
5441,2013-09-02 00:00:00,Arunachal Pradesh,28.611,94.9829,,,
5442,2013-09-02 00:00:00,Arunachal Pradesh,27.1614,93.7525,,,
5476,2013-09-07 15:00:00,Sikkim,27.3736,88.7323,,,
5552,2013-09-24 00:00:00,Manipur,25.0985,94.3619,,,
5575,2013-10-05 23:00:00,Nagaland,25.8266,94.1497,,,
5584,2013-10-06 00:00:00,Assam,26.1665,91.7049,,,
5582,2013-10-06 12:45:00,Assam,26.1309,91.8383,,,
5603,2013-10-13 19:30:00,Manipur,25.426,94.6024,,,
6015,2014-05-08 00:00:00,Arunachal Pradesh,27.9032,96.174,,,
6016,2014-05-09 23:00:00,Assam,24.8669,92.3576,,,
6106,2014-06-26 23:00:00,Assam,26.1407,91.7645,,,
6107,2014-06-26 23:00:00,Assam,26.1844,91.7896,,,
6105,2014-06-26 23:00:00,Arunachal Pradesh,28.9205,95.3429,,,
6110,2014-06-27 00:00:00,Assam,26.1619,91.7697,,,
6112,2014-06-28 09:00:00,Assam,26.1964,91.7652,,,
6143,2014-07-14 18:00:00,Mizoram,23.7327,92.7463,,,
6513,2014-08-14 23:00:00,Tripura,23.0137,91.7174,,,
6200,2014-08-17 00:00:00,Arunachal Pradesh,27.0869,93.6086,,,
6331,2014-09-08 00:00:00,Nagaland,25.9466,94.6279,,,
6291,2014-09-21 00:00:00,Meghalaya,25.7354,90.3852,,,
6285,2014-09-22 00:00:00,Assam,26.159,91.8178,,,
6284,2014-09-22 00:00:00,Assam,26.1324,91.8342,,,
6288,2014-09-22 00:00:00,Assam,26.1985,91.7998,,,
6283,2014-09-22 00:00:00,Assam,26.1314,91.7548,,,
6287,2014-09-22 00:00:00,Assam,26.1295,91.7056,,,
6282,2014-09-22 00:00:00,Assam,26.1097,91.7747,,,
6286,2014-09-22 00:00:00,Assam,26.1044,91.7082,,,
6289,2014-09-22 00:00:00,Assam,26.1001,91.6849,,,
6292,2014-09-23 00:00:00,Assam,25.7238,89.9032,,,
6290,2014-09-23 03:00:00,Meghalaya,25.5772,91.8666,,,
6213,2014-09-24 00:00:00,Meghalaya,25.8143,90.5763,,,
6222,2014-10-01 11:00:00,Arunachal Pradesh,27.1249,93.7706,,,
6214,2014-10-05 17:45:00,Meghalaya,25.9702,91.8587,,,
6293,2014-10-20 00:00:00,Meghalaya,25.5006,90.0896,,,
6775,2015-02-14 00:00:00,Assam,26.1468,91.6469,,,
6786,2015-02-19 23:00:00,Assam,24.6108,92.562,,,
7591,2015-03-19 00:00:00,Assam,25.0318,92.4584,,,
7031,2015-05-24 00:00:00,Sikkim,27.6163,88.6586,,,
6971,2015-06-09 00:00:00,Arunachal Pradesh,27.0987,93.816,,,
6968,2015-06-13 00:00:00,Meghalaya,25.463,92.2121,,,
6970,2015-06-16 00:00:00,Meghalaya,25.5084,90.2191,,,
6969,2015-06-16 06:15:00,Meghalaya,25.5114,90.215,,,
6945,2015-06-19 00:00:00,Manipur,25.16,93.686,,,
6963,2015-06-19 00:00:00,Mizoram,23.7131,92.7362,,,
6990,2015-06-24 00:00:00,Nagaland,26.0319,94.5466,,,
7138,2015-07-07 00:00:00,Sikkim,27.0816,88.4397,,,
7214,2015-07-15 08:00:00,Arunachal Pradesh,27.36,93.0385,,,
7265,2015-07-22 00:00:00,Manipur,25.5007,93.9854,,,
7253,2015-07-22 00:00:00,Assam,24.7979,92.9974,,,
7267,2015-07-22 00:00:00,Manipur,25.3908,94.0926,,,
7264,2015-07-22 00:00:00,Manipur,25.4538,93.9827,,,
7263,2015-07-22 00:00:00,Manipur,25.4477,94.0489,,,
7266,2015-07-22 00:00:00,Manipur,25.5098,93.8794,,,
7279,2015-07-24 00:00:00,Manipur,24.9818,93.5142,,,
7276,2015-07-25 09:00:00,Assam,26.1062,91.8717,,,
7364,2015-07-31 09:00:00,Manipur,24.819,94.3551,,,
7372,2015-07-31 23:00:00,Manipur,25.0634,94.3415,,,
7387,2015-08-01 00:00:00,Manipur,24.954,94.2156,,,
7388,2015-08-01 00:00:00,Manipur,24.416,94.0984,,,
7383,2015-08-01 00:00:00,Manipur,23.899,94.1434,,,
7910,2015-08-01 00:00:00,Manipur,24.3481,94.1146,,,
7370,2015-08-01 00:00:00,Manipur,24.1419,94.1078,,,
7384,2015-08-01 00:00:00,Manipur,23.9278,94.0906,,,
7375,2015-08-01 00:00:00,Manipur,25.1941,94.4481,,,
7373,2015-08-01 00:00:00,Manipur,24.9111,94.4759,,,
7390,2015-08-01 00:00:00,Manipur,24.4265,94.1913,,,
7369,2015-08-01 00:00:00,Manipur,24.1988,94.1016,,,
7385,2015-08-01 00:00:00,Manipur,24.004,93.9815,,,
7374,2015-08-01 00:00:00,Manipur,25.1122,94.3591,,,
7371,2015-08-01 00:00:00,Manipur,23.9939,94.0573,,,
7389,2015-08-01 00:00:00,Manipur,24.4072,94.0644,,,
7409,2015-08-02 00:00:00,Nagaland,25.72,94.6219,,,
7664,2015-08-11 00:00:00,Manipur,24.7459,93.4251,,,
7666,2015-08-11 00:00:00,Manipur,25.1019,93.3729,,,
7665,2015-08-11 00:00:00,Manipur,24.7016,93.5291,,,
7660,2015-08-12 00:00:00,Nagaland,25.6237,94.1136,,,
7887,2015-08-16 00:00:00,Arunachal Pradesh,27.8835,96.9262,,,
7334,2015-08-18 00:00:00,Arunachal Pradesh,28.1737,94.7596,,,
7335,2015-08-18 09:00:00,Meghalaya,25.5145,90.2023,,,
7699,2015-08-19 00:00:00,Nagaland,26.0214,94.5224,,,
7706,2015-08-19 00:00:00,Meghalaya,25.0728,92.3636,,,
7590,2015-08-19 00:00:00,Meghalaya,25.1416,92.3807,,,
7589,2015-08-19 00:00:00,Meghalaya,25.2568,92.3825,,,
7336,2015-08-19 09:00:00,Meghalaya,25.2193,90.5549,,,
7701,2015-08-19 15:00:00,Nagaland,25.6278,94.1051,,,
7727,2015-08-20 18:00:00,Nagaland,25.6263,94.1057,,,
7728,2015-08-22 09:00:00,Assam,26.1028,91.8806,,,
7778,2015-08-26 00:00:00,Mizoram,23.8447,93.0514,,,
7780,2015-08-26 00:00:00,Mizoram,23.3572,92.7878,,,
7836,2015-08-27 00:00:00,Mizoram,24.042,92.6724,,,
7837,2015-08-27 00:00:00,Mizoram,23.7269,92.7265,,,
7972,2015-08-28 01:45:00,Mizoram,23.4495,92.8112,,,
7933,2015-09-01 00:00:00,Assam,26.1868,91.6739,,,
7923,2015-09-01 00:00:00,Assam,26.49349035,91.72137514,,,
7956,2015-09-05 00:00:00,Meghalaya,26.048,91.8695,,,
8012,2015-09-06 15:00:00,Meghalaya,25.9703,91.8584,,,
8224,2015-09-14 01:30:00,Mizoram,23.7313,92.7187,,,
8223,2015-09-14 03:10:00,Mizoram,23.7348,92.7187,,,
8339,2015-09-23 00:00:00,Assam,26.1666,91.7042,,,
8366,2015-09-23 15:00:00,Meghalaya,25.583,91.893,,,
9405,2016-04-19 00:00:00,Nagaland,26.7223,95.0243,,,
7655,2016-04-22 02:30:00,Arunachal Pradesh,27.5799,91.8569,,,
9404,2016-05-01 00:00:00,Arunachal Pradesh,28.0822,96.5316,,,
9338,2016-05-18 08:00:00,Assam,24.4638,92.4943,,,
9335,2016-05-18 08:00:00,Assam,24.5202,92.7239,,,
9336,2016-05-18 08:00:00,Assam,24.5308,92.5121,,,
9334,2016-05-18 08:00:00,Assam,24.5204,92.7264,,,
9169,2016-06-12 00:00:00,Nagaland,26.1677,94.2442,,,
9168,2016-06-12 23:00:00,Arunachal Pradesh,27.6438,93.871,,,
9142,2016-06-14 08:00:00,Nagaland,26.3185,94.5247,,,
8222,2016-06-22 12:00:00,Assam,26.1961,91.7825,,,
8237,2016-07-01 00:00:00,Arunachal Pradesh,27.0136,92.6351,,,
8684,2016-07-07 00:00:00,Assam,25.9611,91.3681,,,
8900,2016-07-07 00:00:00,Manipur,25.0118,94.3136,,,
8901,2016-07-10 00:00:00,Nagaland,25.7902,94.1318,,,
8930,2016-07-11 23:00:00,Nagaland,26.1699,94.4922,,,
8996,2016-07-14 00:00:00,Assam,26.1768,91.7702,,,
8995,2016-07-14 00:00:00,Assam,26.1963,91.8074,,,
9010,2016-07-16 00:00:00,Arunachal Pradesh,27.3034,93.804,,,
9087,2016-07-19 00:00:00,Arunachal Pradesh,28.235,94.9612,,,
9124,2016-07-19 00:00:00,Meghalaya,25.203,90.5573,,,
9051,2016-07-19 09:00:00,Meghalaya,26.09748244,91.8744337,,,
9122,2016-07-20 00:00:00,Assam,26.1966,91.802,,,
9186,2016-07-25 12:30:00,Manipur,25.48,94.1383,,,
9219,2016-07-26 23:00:00,Nagaland,26.0101,94.5282,,,
9252,2016-07-28 00:00:00,Arunachal Pradesh,27.5748,91.8644,,,
9232,2016-07-28 23:00:00,Mizoram,23.5397,93.3783,,,
9251,2016-07-28 23:00:00,Nagaland,25.8702,94.7844,,,
9464,2016-08-05 00:00:00,Arunachal Pradesh,27.5754,91.9754,,,
9604,2016-10-12 00:00:00,Sikkim,27.2676,88.2891,,,
9619,2016-10-15 00:00:00,Sikkim,27.1695,88.3664,,,
9620,2016-10-15 00:00:00,Sikkim,27.172,88.5292,,,
