event_id,event_date,state,latitude,longitude,soil_moisture
2420,20100913,Mizoram,23.72988966,92.71495623,0.2561790347099304
2425,20100913,Mizoram,23.3439,93.0748,0.39936158061027527
2423,20100913,Mizoram,23.73504471,92.71060943,0.2561790347099304
2424,20100913,Mizoram,23.591,92.9296,0.25258439779281616
2426,20100913,Mizoram,22.7176,92.8416,0.36927810311317444
2422,20100913,Mizoram,23.74182634,92.7141905,0.2561790347099304
2421,20100913,Mizoram,23.75406693,92.74128531,0.19735559821128845
2437,20100916,Mizoram,23.7527,92.694,
2436,20100916,Mizoram,24.3069,93.125,
2539,20101003,Arunachal Pradesh,28.3092,95.4149,0.29128262400627136
2569,20101008,Nagaland,25.2745,94.0212,
2570,20101008,Manipur,24.837,93.9128,0.3849603533744812
2566,20101008,Nagaland,25.4769,94.1351,
2567,20101008,Manipur,25.6633,94.4703,
2568,20101008,Assam,24.7679,93.4108,0.34166085720062256
2576,20101009,Nagaland,25.4788,94.1399,
2575,20101009,Assam,25.5242,92.9914,0.3443845808506012
2579,20101009,Nagaland,25.682,94.1076,0.32058224081993103
2578,20101009,Nagaland,25.3179,94.0462,
2577,20101009,Nagaland,25.5265,93.8673,0.3766652047634125
2573,20101009,Assam,25.1796,93.0083,0.34145358204841614
2574,20101009,Assam,25.4749,93.1477,
2587,20101010,Nagaland,25.6623,94.1072,0.3960290849208832
2743,20101122,Arunachal Pradesh,27.5798729,91.85672387,
3269,20110322,Arunachal Pradesh,28.0791,96.5242,
3525,20110522,Assam,25.0672,93.4093,0.34594762325286865
3532,20110524,Assam,25.0888,92.8551,0.3884675204753876
3556,20110531,Manipur,25.1555,93.8474,0.43281805515289307
3560,20110531,Manipur,24.8286,93.5935,
3633,20110620,Nagaland,26.3186,94.5121,
3637,20110621,Nagaland,25.51614662,94.2341227,
3663,20110628,Nagaland,25.6682,94.1099,
3662,20110628,Manipur,25.03561729,94.0144205,0.43546047806739807
3672,20110629,Assam,25.5125,93.3613,
3683,20110701,Nagaland,25.8782,94.1739,0.332325279712677
3738,20110706,Manipur,24.8063,93.9482,0.4379451870918274
3741,20110707,Nagaland,25.4191,94.1079,
3760,20110711,Nagaland,25.6703,94.1095,0.36236289143562317
3776,20110715,Arunachal Pradesh,27.125,93.7145,0.4212002456188202
3789,20110716,Arunachal Pradesh,27.2743,92.9064,0.33068084716796875
3794,20110717,Sikkim,26.99195749,88.42280921,0.3338533639907837
3805,20110719,Sikkim,27.05374234,88.42572376,0.3710179924964905
3806,20110719,Arunachal Pradesh,27.1032,93.6884,0.4307790994644165
3830,20110722,Manipur,24.3527,94.3429,0.389777272939682
3831,20110722,Manipur,24.7992,93.948,0.3984866738319397
3837,20110724,Assam,26.5836,93.0038,0.32153868675231934
3840,20110725,Manipur,24.6869,93.9157,0.2657967805862427
3860,20110729,Nagaland,25.4192,94.108,
3881,20110805,Arunachal Pradesh,27.1034,93.6885,0.36341530084609985
3912,20110812,Arunachal Pradesh,27.44,92.2833,0.282896488904953
3916,20110813,Assam,25.7713,93.8067,0.322529673576355
3925,20110815,Arunachal Pradesh,27.4888,93.0153,0.3630131185054779
3927,20110816,Meghalaya,25.5144,90.2167,0.3737558424472809
3932,20110818,Nagaland,25.83,94.13,0.34661415219306946
3965,20110906,Assam,24.808,93.117,0.2885175943374634
3983,20110923,Assam,26.1548,91.7351,0.3099706172943115
4241,20120304,Manipur,25.1604,93.6795,0.3336120843887329
4313,20120408,Arunachal Pradesh,28.4659,95.86,0.28833311796188354
4378,20120602,Arunachal Pradesh,28.8254,96.1517,0.30691730976104736
4377,20120602,Assam,26.1475,91.7356,0.27837350964546204
4382,20120603,Assam,25.1175,92.8573,0.3639639616012573
4383,20120603,Assam,25.3056,93.1265,
4384,20120603,Assam,25.1775,93.0123,
4394,20120607,Sikkim,27.1748,88.6458,0.4112764298915863
4403,20120610,Manipur,24.8142,93.5444,0.3454975485801697
4407,20120613,Assam,25.0951,92.3567,0.3471467196941376
4408,20120613,Meghalaya,25.5498,92.0757,
4411,20120614,Sikkim,27.339,88.6065,
4424,20120620,Assam,26.149,91.7351,0.3034627437591553
4426,20120622,Assam,26.1226,91.7162,0.3605906665325165
4435,20120625,Arunachal Pradesh,27.174,95.8011,0.42984017729759216
4436,20120625,Arunachal Pradesh,26.9986,95.4993,0.4183517098426819
4434,20120625,Assam,26.1049,91.7369,0.3165605664253235
4446,20120705,Arunachal Pradesh,28.9986,94.8885,
4552,20120914,Sikkim,27.0377,88.3603,
4556,20120916,Sikkim,27.1675,88.3651,0.3484823703765869
4570,20120919,Arunachal Pradesh,27.8458,95.2253,
4610,20121111,Mizoram,23.7705,92.5217,0.30539801716804504
4757,20130218,Arunachal Pradesh,28.1193,95.1645,0.29381054639816284
4798,20130407,Arunachal Pradesh,28.8254,96.1509,
4845,20130507,Mizoram,24.2315,92.6755,0.34569013118743896
4848,20130508,Tripura,24.0896,91.4663,
4860,20130511,Assam,26.1016,91.6906,0.30840548872947693
4859,20130511,Assam,26.1771,91.7599,0.2743406891822815
4858,20130511,Assam,26.1662,91.7138,0.30840548872947693
4857,20130511,Mizoram,23.7281,92.7175,0.3175230920314789
4861,20130512,Assam,24.9926,93.4946,0.2892495095729828
4892,20130601,Arunachal Pradesh,27.8776,94.25,
4906,20130607,Nagaland,26.0977,94.7499,0.3681901693344116
4905,20130607,Nagaland,26.0977,94.7031,0.3681901693344116
4908,20130608,Sikkim,27.3721,88.708,0.21921826899051666
4990,20130627,Sikkim,27.3765,88.7628,0.3083028197288513
5005,20130701,Nagaland,26.72,95.029,
5006,20130701,Nagaland,26.1147,94.3864,0.33959493041038513
5087,20130712,Nagaland,25.6269,94.1139,
5084,20130712,Nagaland,25.616,94.1167,
5107,20130715,Nagaland,25.6269,94.1139,
5123,20130717,Nagaland,25.7131,94.0885,
5122,20130717,Nagaland,25.7658,93.9413,0.30872076749801636
5250,20130801,Arunachal Pradesh,27.8837,93.0515,0.2652360200881958
5269,20130804,Nagaland,25.8376,94.5234,0.35352885723114014
5275,20130804,Nagaland,26.1498,94.6055,0.36780714988708496
5272,20130804,Nagaland,26.2083,94.5438,0.36780714988708496
5271,20130804,Nagaland,26.284,94.5808,
5268,20130804,Nagaland,26.0137,94.5163,0.36780714988708496
5270,20130804,Nagaland,26.0481,94.4619,0.33634448051452637
5274,20130804,Nagaland,26.0838,94.564,0.36780714988708496
5273,20130804,Nagaland,26.1807,94.5497,0.36780714988708496
5300,20130809,Nagaland,25.318,94.0441,0.34481483697891235
5312,20130811,Assam,26.7103,94.693,0.3572329580783844
5427,20130815,Nagaland,25.3833,94.1884,0.3254659175872803
5337,20130816,Nagaland,26.4205,94.9731,0.3579038977622986
5338,20130816,Assam,26.8727,94.9275,0.3408251106739044
5336,20130816,Nagaland,26.3897,94.9439,0.3579038977622986
5343,20130817,Assam,24.7625,93.4341,0.3427012264728546
5421,20130830,Nagaland,26.4205,94.9731,0.35906460881233215
5430,20130901,Manipur,24.9037,93.487,
5431,20130901,Assam,24.9829,93.5063,
5429,20130901,Sikkim,27.3425,88.2426,
5442,20130902,Arunachal Pradesh,27.1614,93.7525,0.2570715546607971
5441,20130902,Arunachal Pradesh,28.611,94.9829,0.3621007800102234
5476,20130907,Sikkim,27.3736,88.7323,
5552,20130924,Manipur,25.0985,94.3619,0.3820689916610718
5575,20131005,Nagaland,25.8266,94.1497,
5584,20131006,Assam,26.1665,91.7049,0.32333943247795105
5582,20131006,Assam,26.1309,91.8383,
5603,20131013,Manipur,25.426,94.6024,0.3483813405036926
6015,20140508,Arunachal Pradesh,27.9032,96.174,0.25147438049316406
6016,20140509,Assam,24.8669,92.3576,0.3714134097099304
6105,20140626,Arunachal Pradesh,28.9205,95.3429,0.30228671431541443
6106,20140626,Assam,26.1407,91.7645,0.3415985107421875
6107,20140626,Assam,26.1844,91.7896,0.3415985107421875
6110,20140627,Assam,26.1619,91.7697,0.3226594924926758
6112,20140628,Assam,26.1964,91.7652,0.3412554860115051
6143,20140714,Mizoram,23.7327,92.7463,
6513,20140814,Tripura,23.0137,91.7174,0.3152790665626526
6200,20140817,Arunachal Pradesh,27.0869,93.6086,0.4298572242259979
6331,20140908,Nagaland,25.9466,94.6279,
6291,20140921,Meghalaya,25.7354,90.3852,0.36176222562789917
6286,20140922,Assam,26.1044,91.7082,0.31754109263420105
6282,20140922,Assam,26.1097,91.7747,0.3250952959060669
6287,20140922,Assam,26.1295,91.7056,0.31754109263420105
6289,20140922,Assam,26.1001,91.6849,0.31754109263420105
6283,20140922,Assam,26.1314,91.7548,0.3250952959060669
6285,20140922,Assam,26.159,91.8178,0.3250952959060669
6288,20140922,Assam,26.1985,91.7998,0.3250952959060669
6284,20140922,Assam,26.1324,91.8342,0.3250952959060669
6292,20140923,Assam,25.7238,89.9032,0.3701094090938568
6290,20140923,Meghalaya,25.5772,91.8666,0.35314029455184937
6213,20140924,Meghalaya,25.8143,90.5763,0.35622459650039673
6222,20141001,Arunachal Pradesh,27.1249,93.7706,0.2551511526107788
6214,20141005,Meghalaya,25.9702,91.8587,0.2895183563232422
6293,20141020,Meghalaya,25.5006,90.0896,0.27986714243888855
6775,20150214,Assam,26.1468,91.6469,0.17102566361427307
6786,20150219,Assam,24.6108,92.562,0.2310674786567688
7591,20150319,Assam,25.0318,92.4584,0.15469440817832947
7031,20150524,Sikkim,27.6163,88.6586,
6971,20150609,Arunachal Pradesh,27.0987,93.816,0.3733408749103546
6968,20150613,Meghalaya,25.463,92.2121,0.3583008944988251
6970,20150616,Meghalaya,25.5084,90.2191,0.3462296724319458
6969,20150616,Meghalaya,25.5114,90.215,0.3462296724319458
6945,20150619,Manipur,25.16,93.686,0.3973189890384674
6963,20150619,Mizoram,23.7131,92.7362,0.31229203939437866
6990,20150624,Nagaland,26.0319,94.5466,0.39850112795829773
7138,20150707,Sikkim,27.0816,88.4397,0.2652300298213959
7214,20150715,Arunachal Pradesh,27.36,93.0385,0.36171385645866394
7265,20150722,Manipur,25.5007,93.9854,0.39348986744880676
7253,20150722,Assam,24.7979,92.9974,0.37989699840545654
7267,20150722,Manipur,25.3908,94.0926,0.3685205578804016
7264,20150722,Manipur,25.4538,93.9827,
7263,20150722,Manipur,25.4477,94.0489,0.3685205578804016
7266,20150722,Manipur,25.5098,93.8794,0.39348986744880676
7279,20150724,Manipur,24.9818,93.5142,0.369949609041214
7276,20150725,Assam,26.1062,91.8717,
7364,20150731,Manipur,24.819,94.3551,0.36275696754455566
7372,20150731,Manipur,25.0634,94.3415,0.34884339570999146
7389,20150801,Manipur,24.4072,94.0644,0.416826069355011
7371,20150801,Manipur,23.9939,94.0573,0.3812428414821625
7374,20150801,Manipur,25.1122,94.3591,0.4111896753311157
7385,20150801,Manipur,24.004,93.9815,0.4153450131416321
7369,20150801,Manipur,24.1988,94.1016,0.4440041482448578
7373,20150801,Manipur,24.9111,94.4759,0.4280003607273102
7390,20150801,Manipur,24.4265,94.1913,0.416826069355011
7384,20150801,Manipur,23.9278,94.0906,0.3812428414821625
7375,20150801,Manipur,25.1941,94.4481,0.4111896753311157
7370,20150801,Manipur,24.1419,94.1078,0.4440041482448578
7910,20150801,Manipur,24.3481,94.1146,0.416826069355011
7383,20150801,Manipur,23.899,94.1434,0.3812428414821625
7388,20150801,Manipur,24.416,94.0984,0.416826069355011
7387,20150801,Manipur,24.954,94.2156,0.36747005581855774
7409,20150802,Nagaland,25.72,94.6219,0.3538675010204315
7664,20150811,Manipur,24.7459,93.4251,0.35948702692985535
7666,20150811,Manipur,25.1019,93.3729,0.3508581817150116
7665,20150811,Manipur,24.7016,93.5291,0.375385046005249
7660,20150812,Nagaland,25.6237,94.1136,
7887,20150816,Arunachal Pradesh,27.8835,96.9262,0.3583153784275055
7334,20150818,Arunachal Pradesh,28.1737,94.7596,0.3210555911064148
7335,20150818,Meghalaya,25.5145,90.2023,0.34101489186286926
7699,20150819,Nagaland,26.0214,94.5224,0.39772146940231323
7706,20150819,Meghalaya,25.0728,92.3636,0.3468013107776642
7590,20150819,Meghalaya,25.1416,92.3807,0.3468013107776642
7589,20150819,Meghalaya,25.2568,92.3825,0.27553799748420715
7336,20150819,Meghalaya,25.2193,90.5549,0.3306126892566681
7701,20150819,Nagaland,25.6278,94.1051,
7727,20150820,Nagaland,25.6263,94.1057,
7728,20150822,Assam,26.1028,91.8806,0.3419356048107147
7780,20150826,Mizoram,23.3572,92.7878,0.38678982853889465
7778,20150826,Mizoram,23.8447,93.0514,0.4043482542037964
7836,20150827,Mizoram,24.042,92.6724,
7837,20150827,Mizoram,23.7269,92.7265,
7972,20150828,Mizoram,23.4495,92.8112,0.37771761417388916
7933,20150901,Assam,26.1868,91.6739,0.36438658833503723
7923,20150901,Assam,26.49349035,91.72137514,0.3220272958278656
7956,20150905,Meghalaya,26.048,91.8695,0.35190895199775696
8012,20150906,Meghalaya,25.9703,91.8584,0.32516947388648987
8224,20150914,Mizoram,23.7313,92.7187,0.33167076110839844
8223,20150914,Mizoram,23.7348,92.7187,0.33167076110839844
8339,20150923,Assam,26.1666,91.7042,0.33050575852394104
8366,20150923,Meghalaya,25.583,91.893,0.2760404050350189
9405,20160419,Nagaland,26.7223,95.0243,
7655,20160422,Arunachal Pradesh,27.5799,91.8569,
9404,20160501,Arunachal Pradesh,28.0822,96.5316,
9338,20160518,Assam,24.4638,92.4943,0.3273109495639801
9335,20160518,Assam,24.5202,92.7239,0.30926793813705444
9336,20160518,Assam,24.5308,92.5121,0.30926793813705444
9334,20160518,Assam,24.5204,92.7264,0.30926793813705444
9169,20160612,Nagaland,26.1677,94.2442,0.39000988006591797
9168,20160612,Arunachal Pradesh,27.6438,93.871,
9142,20160614,Nagaland,26.3185,94.5247,0.3329579532146454
8222,20160622,Assam,26.1961,91.7825,0.335300087928772
8237,20160701,Arunachal Pradesh,27.0136,92.6351,0.44505223631858826
8684,20160707,Assam,25.9611,91.3681,0.38801711797714233
8900,20160707,Manipur,25.0118,94.3136,0.3740755319595337
8901,20160710,Nagaland,25.7902,94.1318,0.3990291953086853
8930,20160711,Nagaland,26.1699,94.4922,0.3745923936367035
8996,20160714,Assam,26.1768,91.7702,
8995,20160714,Assam,26.1963,91.8074,
9010,20160716,Arunachal Pradesh,27.3034,93.804,0.34807926416397095
9124,20160719,Meghalaya,25.203,90.5573,0.3514728844165802
9087,20160719,Arunachal Pradesh,28.235,94.9612,0.335774302482605
9051,20160719,Meghalaya,26.09748244,91.8744337,0.36672714352607727
9122,20160720,Assam,26.1966,91.802,0.3741482198238373
9186,20160725,Manipur,25.48,94.1383,0.3985651433467865
9219,20160726,Nagaland,26.0101,94.5282,0.4283977448940277
9252,20160728,Arunachal Pradesh,27.5748,91.8644,0.28224173188209534
9232,20160728,Mizoram,23.5397,93.3783,
9251,20160728,Nagaland,25.8702,94.7844,0.34835076332092285
9464,20160805,Arunachal Pradesh,27.5754,91.9754,0.25508394837379456
9604,20161012,Sikkim,27.2676,88.2891,
9619,20161015,Sikkim,27.1695,88.3664,0.3001675307750702
9620,20161015,Sikkim,27.172,88.5292,0.2971850633621216
