sample_id,event_date,state,latitude,longitude,rainfall_1d,rainfall_3d,rainfall_7d,elevation_m,slope_degrees,soil_moisture,target
1776,2010-04-21 00:00:00,Meghalaya,25.3612,92.2845,47.614994049072266,212.2299842834473,303.2899763584137,1222.7386474609375,4.50775585131545,0.3310539126396179,1
1775,2010-04-21 00:00:00,Arunachal Pradesh,27.8965,96.1779,77.68499755859375,162.25498962402344,189.37498776614663,202.17515563964844,1.0427001783965053,0.2799381911754608,1
1857,2010-05-11 09:00:00,Meghalaya,25.3433,92.2897,27.58500289916992,27.660002894699574,89.35500449687243,1200.17822265625,1.9130219734585583,0.2966039478778839,1
1930,2010-05-31 00:00:00,Arunachal Pradesh,28.4298,95.8776,22.274999618530277,33.3100004196167,68.9850027859211,502.77978515625,15.422352700330554,0.328041523694992,1
1929,2010-05-31 23:00:00,Sikkim,27.3543,88.6428,1.3949999809265137,7.124999523162842,37.139998614788055,2134.095947265625,23.77730287385141,0.1931744217872619,1
1935,2010-06-03 00:00:00,Tripura,23.8986,91.7599,55.160003662109375,92.04000186920166,188.285005569458,181.64187622070312,4.584845773495588,0.3602056205272674,1
1934,2010-06-03 05:00:00,Assam,24.6005,92.3814,36.665000915527344,189.3349876403809,242.25998210906985,94.11790466308594,10.425281246378908,,1
1954,2010-06-07 00:00:00,Manipur,24.7543,93.5039,54.02999496459961,146.55499839782715,279.47499656677246,396.5953674316406,10.726222059445773,,1
1961,2010-06-09 14:15:00,Meghalaya,25.8833,91.2,24.670001983642575,79.6299991607666,289.5350036621094,247.497314453125,18.143971085980127,0.3340719640254974,1
1987,2010-06-15 00:00:00,Assam,25.2269,93.1658,8.834999084472656,41.874996185302734,87.56499540805817,393.1159973144531,1.870343855511578,0.419978380203247,1
1986,2010-06-15 00:00:00,Nagaland,26.3335,94.5512,30.499998092651367,60.84000015258789,116.14500173926352,1363.6087646484375,4.808812542317957,0.3553140163421631,1
1994,2010-06-16 00:00:00,Assam,25.0633,92.8025,28.32000160217285,69.7599983215332,119.00499749183656,91.29263305664062,11.674441954839194,0.402019590139389,1
1996,2010-06-17 19:30:00,Nagaland,26.4333,94.8833,26.880002975463867,95.82000732421876,154.60500240325928,554.3593139648438,23.516345687087163,,1
2026,2010-06-28 00:00:00,Meghalaya,25.4916,91.2698,127.78498840332033,271.9549827575684,355.67498552799225,1488.943359375,6.210790112361384,0.3413223922252655,1
2025,2010-06-28 00:00:00,Meghalaya,25.5728,91.885,60.7449951171875,280.1599884033203,361.4199855029583,1504.425537109375,5.005134298345665,,1
2045,2010-07-06 00:00:00,Nagaland,26.2363,94.8133,3.989999771118164,35.389997482299805,83.83999729156494,1546.8511962890625,12.374531811851266,,1
2043,2010-07-06 00:00:00,Nagaland,26.7225,95.0281,1.4900000095367432,33.259997606277466,103.1349914073944,702.7037353515625,7.398414773928183,,1
2042,2010-07-06 00:00:00,Nagaland,26.0093,94.5238,1.5800001621246338,34.50999855995178,107.50499606132507,1799.443603515625,15.274913193887391,,1
2044,2010-07-06 00:00:00,Nagaland,25.8877,94.7861,2.9749999046325684,18.5749990940094,66.72500151395798,1166.9500732421875,5.8662927952810415,,1
2098,2010-07-19 06:00:00,Nagaland,26.7215,95.0283,,,,714.2728881835938,5.908844880049821,,1
2106,2010-07-20 00:00:00,Nagaland,26.8716,94.9921,,,,279.7633361816406,9.494744408294826,0.4185963869094848,1
2113,2010-07-21 08:00:00,Sikkim,27.3773,88.559,,,,1498.0386962890625,29.92606368766584,,1
2140,2010-07-25 00:00:00,Assam,25.0477,92.801,,,,189.42645263671875,24.615273496422507,0.3764093518257141,1
2163,2010-07-29 00:00:00,Nagaland,25.4196,94.1054,,,,1414.69580078125,14.726982971921965,,1
2166,2010-07-29 00:00:00,Assam,24.9786,93.5027,,,,1306.484130859375,15.153244600479498,0.4214828610420227,1
2164,2010-07-29 23:00:00,Manipur,25.3098633,94.48214677,,,,1546.2117919921875,24.7446971285472,0.3354179859161377,1
2182,2010-07-31 09:00:00,Manipur,24.9356,93.8443,,,,850.3109130859375,1.7113362152304916,0.3904913365840912,1
2205,2010-08-06 00:00:00,Mizoram,23.7365,92.7146,,,,1065.90380859375,28.644636823351533,,1
2243,2010-08-13 00:00:00,Nagaland,25.70223725,94.04619681,,,,1015.9720458984376,15.03056579692038,,1
2247,2010-08-14 00:00:00,Nagaland,26.148,94.8422,,,,1481.805419921875,29.997395162232056,,1
2248,2010-08-14 00:00:00,Nagaland,26.222,94.9152,,,,1765.640869140625,26.89531162422829,,1
2249,2010-08-14 00:00:00,Nagaland,26.0814,94.803,,,,925.2752075195312,33.094752359193045,,1
2253,2010-08-15 23:00:00,Manipur,25.31006064,94.48265093,,,,1546.2117919921875,24.744707869920884,0.3945375680923462,1
2263,2010-08-17 00:00:00,Nagaland,26.2753,94.6654,,,,1143.210693359375,28.44185533534116,,1
2283,2010-08-19 00:00:00,Manipur,24.8961,93.4957,,,,1012.417236328125,19.016797606637823,0.4043725132942199,1
2282,2010-08-19 06:30:00,Nagaland,26.1984,94.8158,,,,1882.138427734375,22.77443824783624,,1
2281,2010-08-19 18:00:00,Nagaland,25.61560252,94.11603493,,,,1633.5904541015625,22.049745223265425,,1
2296,2010-08-20 00:00:00,Sikkim,27.167,88.3652,,,,1474.5645751953125,22.637621131170725,0.3257181048393249,1
2304,2010-08-21 18:00:00,Nagaland,25.5718,94.1211,,,,1622.5428466796875,6.663690141468342,,1
2344,2010-08-27 16:30:00,Assam,24.7505,93.4221,,,,781.7396240234375,8.40778577235638,0.3855903744697571,1
2343,2010-08-27 16:30:00,Nagaland,25.4786,94.1327,,,,1759.3846435546875,4.715529388826678,,1
2345,2010-08-27 18:00:00,Sikkim,27.3392,88.6188,,,,1861.66748046875,17.631268644944424,,1
2392,2010-09-04 00:00:00,Sikkim,27.3702,88.7334,,,,3522.42529296875,5.936749618759077,,1
2405,2010-09-09 23:00:00,Arunachal Pradesh,28.3036,95.4112,,,,1839.6605224609373,40.75541727786073,0.3713852167129516,1
2411,2010-09-10 00:00:00,Arunachal Pradesh,27.0011,93.7273,,,,110.6159439086914,1.4921739365416071,0.4096719622611999,1
2415,2010-09-12 00:00:00,Nagaland,25.63961883,94.11112157,,,,1498.7935791015625,13.474230722423233,,1
2420,2010-09-13 00:00:00,Mizoram,23.72988966,92.71495623,,,,978.51220703125,23.208433947189484,0.2561790347099304,1
2425,2010-09-13 00:00:00,Mizoram,23.3439,93.0748,,,,1318.17236328125,32.73062887314022,0.3993615806102752,1
2423,2010-09-13 00:00:00,Mizoram,23.73504471,92.71060943,,,,932.2317504882812,18.076996781372152,0.2561790347099304,1
2424,2010-09-13 00:00:00,Mizoram,23.591,92.9296,,,,798.7151489257812,17.855637919399776,0.2525843977928161,1
2426,2010-09-13 00:00:00,Mizoram,22.7176,92.8416,,,,732.7857055664062,15.640920880137273,0.3692781031131744,1
2422,2010-09-13 00:00:00,Mizoram,23.74182634,92.7141905,,,,936.4642333984376,22.56062813919976,0.2561790347099304,1
2421,2010-09-13 09:00:00,Mizoram,23.75406693,92.74128531,,,,958.1802978515624,19.158200117499675,0.1973555982112884,1
2437,2010-09-16 00:00:00,Mizoram,23.7527,92.694,,,,792.6718139648438,23.807801236838984,,1
2436,2010-09-16 03:00:00,Mizoram,24.3069,93.125,,,,762.44873046875,12.65302216554948,,1
2539,2010-10-03 00:00:00,Arunachal Pradesh,28.3092,95.4149,,,,1870.9359130859373,42.19471087753941,0.2912826240062713,1
2569,2010-10-08 00:00:00,Nagaland,25.2745,94.0212,,,,1067.34375,6.874131413469799,,1
2570,2010-10-08 00:00:00,Manipur,24.837,93.9128,,,,785.0609130859375,9.406757780181575,0.3849603533744812,1
2566,2010-10-08 00:00:00,Nagaland,25.4769,94.1351,,,,1668.579345703125,17.499561797366237,,1
2567,2010-10-08 00:00:00,Manipur,25.6633,94.4703,,,,1443.024169921875,2.556005297391722,,1
2568,2010-10-08 00:00:00,Assam,24.7679,93.4108,,,,516.9309692382812,21.60703916590005,0.3416608572006225,1
2576,2010-10-09 00:00:00,Nagaland,25.4788,94.1399,,,,1651.601318359375,13.033054106247087,,1
2575,2010-10-09 00:00:00,Assam,25.5242,92.9914,,,,150.61492919921875,12.177701346984987,0.3443845808506012,1
2579,2010-10-09 00:00:00,Nagaland,25.682,94.1076,,,,1441.2371826171875,9.069455213801898,0.320582240819931,1
2578,2010-10-09 00:00:00,Nagaland,25.3179,94.0462,,,,994.1492919921876,10.349690707315748,,1
2577,2010-10-09 00:00:00,Nagaland,25.5265,93.8673,,,,1376.55322265625,20.310038493190905,0.3766652047634125,1
2573,2010-10-09 00:00:00,Assam,25.1796,93.0083,,,,685.9299926757812,6.939585346228515,0.3414535820484161,1
2574,2010-10-09 00:00:00,Assam,25.4749,93.1477,,,,151.63174438476562,4.191689144616718,,1
2587,2010-10-10 06:00:00,Nagaland,25.6623,94.1072,,,,1371.4375,12.046818166664938,0.3960290849208832,1
2743,2010-11-22 00:00:00,Arunachal Pradesh,27.5798729,91.85672387,,,,2757.57470703125,20.838030767868613,,1
3269,2011-03-22 00:00:00,Arunachal Pradesh,28.0791,96.5242,,,,553.9533081054688,18.20180478687209,,1
3525,2011-05-22 00:00:00,Assam,25.0672,93.4093,,,,459.5545043945313,11.93928095027912,0.3459476232528686,1
3532,2011-05-24 00:00:00,Assam,25.0888,92.8551,,,,244.4788360595703,11.634101476649994,0.3884675204753876,1
3556,2011-05-31 14:00:00,Manipur,25.1555,93.8474,,,,1397.519775390625,33.907692941353815,0.432818055152893,1
3560,2011-05-31 14:30:00,Manipur,24.8286,93.5935,,,,710.215087890625,39.02219662966039,,1
3633,2011-06-20 00:00:00,Nagaland,26.3186,94.5121,,,,1248.058349609375,15.996166218227216,,1
3637,2011-06-21 00:00:00,Nagaland,25.51614662,94.2341227,,,,1650.436767578125,21.3884392955866,,1
3663,2011-06-28 00:00:00,Nagaland,25.6682,94.1099,,,,1427.8831787109375,10.254637864420616,,1
3662,2011-06-28 00:00:00,Manipur,25.03561729,94.0144205,,,,873.1486206054688,3.404701689669414,0.435460478067398,1
3672,2011-06-29 00:00:00,Assam,25.5125,93.3613,,,,319.2935791015625,7.833569672433737,,1
3683,2011-07-01 00:00:00,Nagaland,25.8782,94.1739,,,,1341.722900390625,13.962493163094075,0.332325279712677,1
3738,2011-07-06 00:00:00,Manipur,24.8063,93.9482,,,,782.4737548828125,0.4609845803933454,0.4379451870918274,1
3741,2011-07-07 00:00:00,Nagaland,25.4191,94.1079,,,,1395.17626953125,2.5640962385566257,,1
3760,2011-07-11 09:00:00,Nagaland,25.6703,94.1095,,,,1456.5213623046875,12.807964660098737,0.3623628914356231,1
3776,2011-07-15 18:00:00,Arunachal Pradesh,27.125,93.7145,,,,132.451416015625,0.2361451034521407,0.4212002456188202,1
3789,2011-07-16 00:00:00,Arunachal Pradesh,27.2743,92.9064,,,,648.58837890625,14.556889315140578,0.3306808471679687,1
3794,2011-07-17 00:00:00,Sikkim,26.99195749,88.42280921,,,,266.56561279296875,22.64628992144123,0.3338533639907837,1
3805,2011-07-19 00:00:00,Sikkim,27.05374234,88.42572376,,,,241.2666473388672,26.996574371788306,0.3710179924964905,1
3806,2011-07-19 00:00:00,Arunachal Pradesh,27.1032,93.6884,,,,149.3597869873047,2.495792051559221,0.4307790994644165,1
3830,2011-07-22 00:00:00,Manipur,24.3527,94.3429,,,,297.0299377441406,16.845244299250222,0.389777272939682,1
3831,2011-07-22 00:00:00,Manipur,24.7992,93.948,,,,780.68310546875,0.4053355451746908,0.3984866738319397,1
3837,2011-07-24 12:30:00,Assam,26.5836,93.0038,,,,67.86807250976562,0.3865510118216163,0.3215386867523193,1
3840,2011-07-25 00:00:00,Manipur,24.6869,93.9157,,,,771.7228393554688,0.0558003606267175,0.2657967805862427,1
3860,2011-07-29 00:00:00,Nagaland,25.4192,94.108,,,,1382.6461181640625,13.025454427840229,,1
3881,2011-08-05 00:00:00,Arunachal Pradesh,27.1034,93.6885,,,,149.3597869873047,2.495792393168634,0.3634153008460998,1
3912,2011-08-12 00:00:00,Arunachal Pradesh,27.44,92.2833,,,,2626.048095703125,5.980541403773724,0.282896488904953,1
3916,2011-08-13 08:00:00,Assam,25.7713,93.8067,,,,234.64732360839844,6.147465762150531,0.322529673576355,1
3925,2011-08-15 00:00:00,Arunachal Pradesh,27.4888,93.0153,,,,524.2296142578125,12.96131937217704,0.3630131185054779,1
3927,2011-08-16 08:00:00,Meghalaya,25.5144,90.2167,,,,310.52703857421875,5.70328061889632,0.3737558424472809,1
3932,2011-08-18 00:00:00,Nagaland,25.83,94.13,,,,1015.3535766601562,8.435593945711203,0.3466141521930694,1
3965,2011-09-06 08:00:00,Assam,24.808,93.117,,,,37.671669006347656,1.4919606584657308,0.2885175943374634,1
3983,2011-09-23 00:00:00,Assam,26.1548,91.7351,,,,54.68962478637695,0.2897046642818099,0.3099706172943115,1
4241,2012-03-04 00:00:00,Manipur,25.1604,93.6795,,,,1093.4697265625,16.155551986655503,0.3336120843887329,1
4313,2012-04-08 00:00:00,Arunachal Pradesh,28.4659,95.86,,,,1059.2249755859375,30.686994366546653,0.2883331179618835,1
4378,2012-06-02 00:00:00,Arunachal Pradesh,28.8254,96.1517,,,,3591.05078125,23.867770419740364,0.3069173097610473,1
4377,2012-06-02 00:00:00,Assam,26.1475,91.7356,,,,50.504974365234375,0.259816626849842,0.278373509645462,1
4382,2012-06-03 00:00:00,Assam,25.1175,92.8573,,,,152.45416259765625,8.189864551985943,0.3639639616012573,1
4383,2012-06-03 00:00:00,Assam,25.3056,93.1265,,,,313.8147888183594,12.657957390953309,,1
4384,2012-06-03 00:00:00,Assam,25.1775,93.0123,,,,656.19873046875,10.934599736750496,,1
4394,2012-06-07 04:30:00,Sikkim,27.1748,88.6458,,,,948.4487915039062,20.12576715605651,0.4112764298915863,1
4403,2012-06-10 00:00:00,Manipur,24.8142,93.5444,,,,534.1045532226562,24.729878557063632,0.3454975485801697,1
4407,2012-06-13 00:00:00,Assam,25.0951,92.3567,,,,236.086166381836,25.7302166224286,0.3471467196941376,1
4408,2012-06-13 00:00:00,Meghalaya,25.5498,92.0757,,,,1259.6912841796875,17.61395037367604,,1
4411,2012-06-14 04:00:00,Sikkim,27.339,88.6065,,,,1518.2493896484375,20.43463559916604,,1
4424,2012-06-20 00:00:00,Assam,26.149,91.7351,,,,51.66925048828125,0.1323270579437389,0.3034627437591553,1
4426,2012-06-22 00:00:00,Assam,26.1226,91.7162,,,,77.5579605102539,18.507894467858858,0.3605906665325165,1
4435,2012-06-25 00:00:00,Arunachal Pradesh,27.174,95.8011,,,,294.7779846191406,0.4032250666103276,0.4298401772975921,1
4436,2012-06-25 00:00:00,Arunachal Pradesh,26.9986,95.4993,,,,654.2726440429688,18.43089061542242,0.4183517098426819,1
4434,2012-06-25 18:00:00,Assam,26.1049,91.7369,,,,164.45504760742188,14.592476059930002,0.3165605664253235,1
4446,2012-07-05 00:00:00,Arunachal Pradesh,28.9986,94.8885,,,,604.846435546875,5.399570365241572,,1
4552,2012-09-14 00:00:00,Sikkim,27.0377,88.3603,,,,1479.0753173828125,18.4115346199524,,1
4556,2012-09-16 00:00:00,Sikkim,27.1675,88.3651,,,,1516.3795166015625,22.38380491967344,0.3484823703765869,1
4570,2012-09-19 00:00:00,Arunachal Pradesh,27.8458,95.2253,,,,134.03646850585938,0.1478731396719223,,1
4610,2012-11-11 00:00:00,Mizoram,23.7705,92.5217,,,,69.35420227050781,5.139119080268533,0.305398017168045,1
4757,2013-02-18 00:00:00,Arunachal Pradesh,28.1193,95.1645,,,,763.1484375,31.07705851144956,0.2938105463981628,1
4798,2013-04-07 00:00:00,Arunachal Pradesh,28.8254,96.1509,,,,3630.580322265625,27.422995806273924,,1
4845,2013-05-07 00:00:00,Mizoram,24.2315,92.6755,,,,670.7227783203125,3.330184481799645,0.3456901311874389,1
4848,2013-05-08 00:00:00,Tripura,24.0896,91.4663,,,,107.05660247802734,0.4327797809107743,,1
4860,2013-05-11 00:00:00,Assam,26.1016,91.6906,,,,98.29304504394533,25.83696584310192,0.3084054887294769,1
4859,2013-05-11 00:00:00,Assam,26.1771,91.7599,,,,77.53565979003906,6.340920830438519,0.2743406891822815,1
4858,2013-05-11 09:00:00,Assam,26.1662,91.7138,,,,121.53782653808594,21.79606347793048,0.3084054887294769,1
4857,2013-05-11 09:00:00,Mizoram,23.7281,92.7175,,,,1079.529296875,13.49408859920392,0.3175230920314789,1
4861,2013-05-12 00:00:00,Assam,24.9926,93.4946,,,,1136.5438232421875,6.312835493380181,0.2892495095729828,1
4892,2013-06-01 00:00:00,Arunachal Pradesh,27.8776,94.25,,,,946.2015380859376,32.61202027333672,,1
4906,2013-06-07 00:00:00,Nagaland,26.0977,94.7499,,,,1550.5186767578125,5.189374917369623,0.3681901693344116,1
4905,2013-06-07 00:00:00,Nagaland,26.0977,94.7031,,,,1737.668701171875,36.54230634770127,0.3681901693344116,1
4908,2013-06-08 17:00:00,Sikkim,27.3721,88.708,,,,3190.539306640625,27.239665703240185,0.2192182689905166,1
4990,2013-06-27 23:00:00,Sikkim,27.3765,88.7628,,,,3763.635986328125,20.543670540976443,0.3083028197288513,1
5005,2013-07-01 00:00:00,Nagaland,26.72,95.029,,,,688.4716186523438,9.3085736632757,,1
5006,2013-07-01 00:00:00,Nagaland,26.1147,94.3864,,,,337.5,8.46900841122305,0.3395949304103851,1
5087,2013-07-12 00:00:00,Nagaland,25.6269,94.1139,18.66999626159668,,,1567.5880126953125,13.26450407921832,,1
5084,2013-07-12 23:00:00,Nagaland,25.616,94.1167,18.66999626159668,,,1590.478759765625,23.248311605673223,,1
5107,2013-07-15 00:00:00,Nagaland,25.6269,94.1139,,,,1567.5880126953125,13.26450407921832,,1
5123,2013-07-17 00:00:00,Nagaland,25.7131,94.0885,,,,1401.7059326171875,24.174598085258577,,1
5122,2013-07-17 00:00:00,Nagaland,25.7658,93.9413,,,,833.7742309570312,37.31631106718082,0.3087207674980163,1
5250,2013-08-01 00:00:00,Arunachal Pradesh,27.8837,93.0515,,,,1558.798828125,40.14375665475561,0.2652360200881958,1
5269,2013-08-04 00:00:00,Nagaland,25.8376,94.5234,,,,798.6962280273438,1.2211125439022514,0.3535288572311401,1
5275,2013-08-04 00:00:00,Nagaland,26.1498,94.6055,,,,1734.0289306640625,25.26272190106231,0.3678071498870849,1
5272,2013-08-04 00:00:00,Nagaland,26.2083,94.5438,,,,1473.24267578125,8.729283594428733,0.3678071498870849,1
5271,2013-08-04 00:00:00,Nagaland,26.284,94.5808,,,,711.1846923828125,21.65429160978704,,1
5268,2013-08-04 00:00:00,Nagaland,26.0137,94.5163,,,,1720.0069580078125,16.437900628544664,0.3678071498870849,1
5270,2013-08-04 00:00:00,Nagaland,26.0481,94.4619,,,,856.384765625,24.5591507241562,0.3363444805145263,1
5274,2013-08-04 00:00:00,Nagaland,26.0838,94.564,,,,1821.3651123046875,14.10287582071516,0.3678071498870849,1
5273,2013-08-04 00:00:00,Nagaland,26.1807,94.5497,,,,1658.3319091796875,27.27377245686631,0.3678071498870849,1
