event_id,event_date,state,latitude,longitude,elevation_m,slope_degrees,dem_tile
258,2007-09-11 00:00:00,Manipur,24.4279,94.0564,898.5164184570312,8.732480634532761,Copernicus_DSM_COG_30_N24_00_E094_00_DEM.tif
264,2007-09-13 00:00:00,Assam,26.1833,91.8,67.15460205078125,1.1887229108403945,Copernicus_DSM_COG_30_N26_00_E091_00_DEM.tif
269,2007-09-18 00:00:00,Sikkim,27.2872,88.2816,574.5270385742188,10.428558412946954,Copernicus_DSM_COG_30_N27_00_E088_00_DEM.tif
285,2007-09-29 00:00:00,Mizoram,24.1293,92.6921,824.6757202148438,5.676001634820684,Copernicus_DSM_COG_30_N24_00_E092_00_DEM.tif
313,2007-10-16 00:00:00,Nagaland,25.7055,94.0132,1463.825439453125,15.417319476057404,Copernicus_DSM_COG_30_N25_00_E094_00_DEM.tif
319,2007-10-19 00:00:00,Nagaland,25.4379,94.1162,1487.4071044921875,21.1686910311665,Copernicus_DSM_COG_30_N25_00_E094_00_DEM.tif
322,2007-10-21 00:00:00,Assam,24.75,93.4333,461.7928161621094,27.24745637617811,Copernicus_DSM_COG_30_N24_00_E093_00_DEM.tif
545,2008-05-20 00:00:00,Assam,24.9849,92.8411,252.4522857666016,8.918893271704816,Copernicus_DSM_COG_30_N24_00_E092_00_DEM.tif
580,2008-06-09 00:00:00,Manipur,24.6596,93.9784,777.2774658203125,0.3282865201765934,Copernicus_DSM_COG_30_N24_00_E093_00_DEM.tif
585,2008-06-14 00:00:00,Arunachal Pradesh,27.0998,93.6287,401.5107116699219,6.592341315668957,Copernicus_DSM_COG_30_N27_00_E093_00_DEM.tif
587,2008-06-15 00:00:00,Assam,27.2298,94.0989,95.5310516357422,0.0550720840878903,Copernicus_DSM_COG_30_N27_00_E094_00_DEM.tif
594,2008-06-19 00:00:00,Manipur,24.9336,93.8275,1024.45947265625,14.10698097424295,Copernicus_DSM_COG_30_N24_00_E093_00_DEM.tif
692,2008-08-07 00:00:00,Nagaland,25.705,94.04,1039.6583251953125,16.149905062844596,Copernicus_DSM_COG_30_N25_00_E094_00_DEM.tif
714,2008-08-14 00:00:00,Assam,27.163,94.0,95.37162780761719,0.7655195570100437,N27/E093 + N27/E094 boundary
731,2008-08-19 00:00:00,Nagaland,26.138,94.25,1021.4805908203124,15.10896832627797,Copernicus_DSM_COG_30_N26_00_E094_00_DEM.tif
755,2008-08-28 00:00:00,Sikkim,27.337,88.609,1540.588623046875,19.781913515921836,Copernicus_DSM_COG_30_N27_00_E088_00_DEM.tif
760,2008-08-29 00:00:00,Nagaland,25.67,94.1066,1443.349365234375,10.865692808499212,Copernicus_DSM_COG_30_N25_00_E094_00_DEM.tif
868,2008-10-29 00:00:00,Assam,26.3333,91.25,41.51915740966797,0.334073141148896,Copernicus_DSM_COG_30_N26_00_E091_00_DEM.tif
870,2008-10-29 00:00:00,Arunachal Pradesh,27.4,92.35,2629.237060546875,20.062893270888896,Copernicus_DSM_COG_30_N27_00_E092_00_DEM.tif
869,2008-10-29 00:00:00,Assam,27.2333,94.1167,90.57893371582033,0.9820588842061856,Copernicus_DSM_COG_30_N27_00_E094_00_DEM.tif
1084,2009-08-12 00:00:00,Arunachal Pradesh,27.7,92.8,2453.18310546875,15.794883848102398,Copernicus_DSM_COG_30_N27_00_E092_00_DEM.tif
1108,2009-08-20 00:00:00,Assam,24.9925,93.5,1216.565185546875,8.099323340777282,Copernicus_DSM_COG_30_N24_00_E093_00_DEM.tif
1112,2009-08-20 00:00:00,Sikkim,27.1761,88.5287,298.3282775878906,8.021441326347158,Copernicus_DSM_COG_30_N27_00_E088_00_DEM.tif
1109,2009-08-20 00:00:00,Assam,25.5215,93.1645,278.50848388671875,1.9805417661970912,Copernicus_DSM_COG_30_N25_00_E093_00_DEM.tif
1125,2009-08-26 00:00:00,Sikkim,27.3746,88.7648,3751.0,2.964492015694258,Copernicus_DSM_COG_30_N27_00_E088_00_DEM.tif
1127,2009-08-27 00:00:00,Assam,25.1718,93.123,727.5643920898438,12.11367837461963,Copernicus_DSM_COG_30_N25_00_E093_00_DEM.tif
1129,2009-08-30 00:00:00,Manipur,24.8628,94.4182,889.1970825195312,29.218806910259463,Copernicus_DSM_COG_30_N24_00_E094_00_DEM.tif
1168,2009-09-17 00:00:00,Sikkim,27.1954,88.6115,471.149169921875,6.030271458065739,Copernicus_DSM_COG_30_N27_00_E088_00_DEM.tif
1222,2009-10-05 00:00:00,Mizoram,23.73478778,92.72124394,971.9013061523438,24.99929664830969,Copernicus_DSM_COG_30_N23_00_E092_00_DEM.tif
1596,2010-03-27 20:00:00,Manipur,24.7339,93.9161,886.3097534179688,13.375034093361798,Copernicus_DSM_COG_30_N24_00_E093_00_DEM.tif
1611,2010-04-01 00:00:00,Assam,25.1553,93.028,591.91650390625,18.577434135552867,Copernicus_DSM_COG_30_N25_00_E093_00_DEM.tif
1613,2010-04-02 23:00:00,Arunachal Pradesh,27.8997,93.3497,879.9609375,6.837728029891674,Copernicus_DSM_COG_30_N27_00_E093_00_DEM.tif
1756,2010-04-17 00:00:00,Sikkim,27.322,88.6087,1496.3751220703125,28.72953248194143,Copernicus_DSM_COG_30_N27_00_E088_00_DEM.tif
1755,2010-04-17 15:00:00,Sikkim,27.3341,88.6083,1451.62548828125,20.463659219841265,Copernicus_DSM_COG_30_N27_00_E088_00_DEM.tif
1770,2010-04-20 00:00:00,Assam,26.1965,91.763,90.6394500732422,4.036576653750398,Copernicus_DSM_COG_30_N26_00_E091_00_DEM.tif
1771,2010-04-20 00:00:00,Assam,26.1978,91.7665,77.6644515991211,9.844405038650986,Copernicus_DSM_COG_30_N26_00_E091_00_DEM.tif
1776,2010-04-21 00:00:00,Meghalaya,25.3612,92.2845,1222.7386474609375,4.50775585131545,Copernicus_DSM_COG_30_N25_00_E092_00_DEM.tif
1775,2010-04-21 00:00:00,Arunachal Pradesh,27.8965,96.1779,202.17515563964844,1.0427001783965053,Copernicus_DSM_COG_30_N27_00_E096_00_DEM.tif
1857,2010-05-11 09:00:00,Meghalaya,25.3433,92.2897,1200.17822265625,1.9130219734585583,Copernicus_DSM_COG_30_N25_00_E092_00_DEM.tif
1930,2010-05-31 00:00:00,Arunachal Pradesh,28.4298,95.8776,502.77978515625,15.422352700330554,Copernicus_DSM_COG_30_N28_00_E095_00_DEM.tif
1929,2010-05-31 23:00:00,Sikkim,27.3543,88.6428,2134.095947265625,23.77730287385141,Copernicus_DSM_COG_30_N27_00_E088_00_DEM.tif
1935,2010-06-03 00:00:00,Tripura,23.8986,91.7599,181.64187622070312,4.584845773495588,Copernicus_DSM_COG_30_N23_00_E091_00_DEM.tif
1934,2010-06-03 05:00:00,Assam,24.6005,92.3814,94.11790466308594,10.425281246378908,Copernicus_DSM_COG_30_N24_00_E092_00_DEM.tif
1954,2010-06-07 00:00:00,Manipur,24.7543,93.5039,396.5953674316406,10.726222059445773,Copernicus_DSM_COG_30_N24_00_E093_00_DEM.tif
1961,2010-06-09 14:15:00,Meghalaya,25.8833,91.2,247.497314453125,18.143971085980127,Copernicus_DSM_COG_30_N25_00_E091_00_DEM.tif
1987,2010-06-15 00:00:00,Assam,25.2269,93.1658,393.1159973144531,1.870343855511578,Copernicus_DSM_COG_30_N25_00_E093_00_DEM.tif
1986,2010-06-15 00:00:00,Nagaland,26.3335,94.5512,1363.6087646484375,4.808812542317957,Copernicus_DSM_COG_30_N26_00_E094_00_DEM.tif
1994,2010-06-16 00:00:00,Assam,25.0633,92.8025,91.29263305664062,11.674441954839194,Copernicus_DSM_COG_30_N25_00_E092_00_DEM.tif
1996,2010-06-17 19:30:00,Nagaland,26.4333,94.8833,554.3593139648438,23.516345687087163,Copernicus_DSM_COG_30_N26_00_E094_00_DEM.tif
2026,2010-06-28 00:00:00,Meghalaya,25.4916,91.2698,1488.943359375,6.210790112361384,Copernicus_DSM_COG_30_N25_00_E091_00_DEM.tif
2025,2010-06-28 00:00:00,Meghalaya,25.5728,91.885,1504.425537109375,5.005134298345665,Copernicus_DSM_COG_30_N25_00_E091_00_DEM.tif
2045,2010-07-06 00:00:00,Nagaland,26.2363,94.8133,1546.8511962890625,12.374531811851266,Copernicus_DSM_COG_30_N26_00_E094_00_DEM.tif
2043,2010-07-06 00:00:00,Nagaland,26.7225,95.0281,702.7037353515625,7.398414773928183,Copernicus_DSM_COG_30_N26_00_E095_00_DEM.tif
2042,2010-07-06 00:00:00,Nagaland,26.0093,94.5238,1799.443603515625,15.274913193887391,Copernicus_DSM_COG_30_N26_00_E094_00_DEM.tif
2044,2010-07-06 00:00:00,Nagaland,25.8877,94.7861,1166.9500732421875,5.8662927952810415,Copernicus_DSM_COG_30_N25_00_E094_00_DEM.tif
2098,2010-07-19 06:00:00,Nagaland,26.7215,95.0283,714.2728881835938,5.908844880049821,Copernicus_DSM_COG_30_N26_00_E095_00_DEM.tif
2106,2010-07-20 00:00:00,Nagaland,26.8716,94.9921,279.7633361816406,9.494744408294826,Copernicus_DSM_COG_30_N26_00_E094_00_DEM.tif
2113,2010-07-21 08:00:00,Sikkim,27.3773,88.559,1498.0386962890625,29.92606368766584,Copernicus_DSM_COG_30_N27_00_E088_00_DEM.tif
2140,2010-07-25 00:00:00,Assam,25.0477,92.801,189.42645263671875,24.615273496422507,Copernicus_DSM_COG_30_N25_00_E092_00_DEM.tif
2163,2010-07-29 00:00:00,Nagaland,25.4196,94.1054,1414.69580078125,14.726982971921965,Copernicus_DSM_COG_30_N25_00_E094_00_DEM.tif
2166,2010-07-29 00:00:00,Assam,24.9786,93.5027,1306.484130859375,15.153244600479498,Copernicus_DSM_COG_30_N24_00_E093_00_DEM.tif
2164,2010-07-29 23:00:00,Manipur,25.3098633,94.48214677,1546.2117919921875,24.7446971285472,Copernicus_DSM_COG_30_N25_00_E094_00_DEM.tif
2182,2010-07-31 09:00:00,Manipur,24.9356,93.8443,850.3109130859375,1.7113362152304916,Copernicus_DSM_COG_30_N24_00_E093_00_DEM.tif
2205,2010-08-06 00:00:00,Mizoram,23.7365,92.7146,1065.90380859375,28.644636823351533,Copernicus_DSM_COG_30_N23_00_E092_00_DEM.tif
2243,2010-08-13 00:00:00,Nagaland,25.70223725,94.04619681,1015.9720458984376,15.03056579692038,Copernicus_DSM_COG_30_N25_00_E094_00_DEM.tif
2247,2010-08-14 00:00:00,Nagaland,26.148,94.8422,1481.805419921875,29.997395162232056,Copernicus_DSM_COG_30_N26_00_E094_00_DEM.tif
2248,2010-08-14 00:00:00,Nagaland,26.222,94.9152,1765.640869140625,26.89531162422829,Copernicus_DSM_COG_30_N26_00_E094_00_DEM.tif
2249,2010-08-14 00:00:00,Nagaland,26.0814,94.803,925.2752075195312,33.094752359193045,Copernicus_DSM_COG_30_N26_00_E094_00_DEM.tif
2253,2010-08-15 23:00:00,Manipur,25.31006064,94.48265093,1546.2117919921875,24.744707869920884,Copernicus_DSM_COG_30_N25_00_E094_00_DEM.tif
2263,2010-08-17 00:00:00,Nagaland,26.2753,94.6654,1143.210693359375,28.44185533534116,Copernicus_DSM_COG_30_N26_00_E094_00_DEM.tif
2283,2010-08-19 00:00:00,Manipur,24.8961,93.4957,1012.417236328125,19.016797606637823,Copernicus_DSM_COG_30_N24_00_E093_00_DEM.tif
2282,2010-08-19 06:30:00,Nagaland,26.1984,94.8158,1882.138427734375,22.77443824783624,Copernicus_DSM_COG_30_N26_00_E094_00_DEM.tif
2281,2010-08-19 18:00:00,Nagaland,25.61560252,94.11603493,1633.5904541015625,22.049745223265425,Copernicus_DSM_COG_30_N25_00_E094_00_DEM.tif
2296,2010-08-20 00:00:00,Sikkim,27.167,88.3652,1474.5645751953125,22.637621131170725,Copernicus_DSM_COG_30_N27_00_E088_00_DEM.tif
2304,2010-08-21 18:00:00,Nagaland,25.5718,94.1211,1622.5428466796875,6.663690141468342,Copernicus_DSM_COG_30_N25_00_E094_00_DEM.tif
2344,2010-08-27 16:30:00,Assam,24.7505,93.4221,781.7396240234375,8.40778577235638,Copernicus_DSM_COG_30_N24_00_E093_00_DEM.tif
2343,2010-08-27 16:30:00,Nagaland,25.4786,94.1327,1759.3846435546875,4.715529388826678,Copernicus_DSM_COG_30_N25_00_E094_00_DEM.tif
2345,2010-08-27 18:00:00,Sikkim,27.3392,88.6188,1861.66748046875,17.631268644944424,Copernicus_DSM_COG_30_N27_00_E088_00_DEM.tif
2392,2010-09-04 00:00:00,Sikkim,27.3702,88.7334,3522.42529296875,5.936749618759077,Copernicus_DSM_COG_30_N27_00_E088_00_DEM.tif
2405,2010-09-09 23:00:00,Arunachal Pradesh,28.3036,95.4112,1839.6605224609373,40.75541727786073,Copernicus_DSM_COG_30_N28_00_E095_00_DEM.tif
2411,2010-09-10 00:00:00,Arunachal Pradesh,27.0011,93.7273,110.6159439086914,1.4921739365416071,N26/E093 + N27/E093 boundary
2415,2010-09-12 00:00:00,Nagaland,25.63961883,94.11112157,1498.7935791015625,13.474230722423233,Copernicus_DSM_COG_30_N25_00_E094_00_DEM.tif
2420,2010-09-13 00:00:00,Mizoram,23.72988966,92.71495623,978.51220703125,23.208433947189484,Copernicus_DSM_COG_30_N23_00_E092_00_DEM.tif
2425,2010-09-13 00:00:00,Mizoram,23.3439,93.0748,1318.17236328125,32.73062887314022,Copernicus_DSM_COG_30_N23_00_E093_00_DEM.tif
2423,2010-09-13 00:00:00,Mizoram,23.73504471,92.71060943,932.2317504882812,18.076996781372152,Copernicus_DSM_COG_30_N23_00_E092_00_DEM.tif
2424,2010-09-13 00:00:00,Mizoram,23.591,92.9296,798.7151489257812,17.855637919399776,Copernicus_DSM_COG_30_N23_00_E092_00_DEM.tif
2426,2010-09-13 00:00:00,Mizoram,22.7176,92.8416,732.7857055664062,15.640920880137273,Copernicus_DSM_COG_30_N22_00_E092_00_DEM.tif
2422,2010-09-13 00:00:00,Mizoram,23.74182634,92.7141905,936.4642333984376,22.56062813919976,Copernicus_DSM_COG_30_N23_00_E092_00_DEM.tif
2421,2010-09-13 09:00:00,Mizoram,23.75406693,92.74128531,958.1802978515624,19.158200117499675,Copernicus_DSM_COG_30_N23_00_E092_00_DEM.tif
2437,2010-09-16 00:00:00,Mizoram,23.7527,92.694,792.6718139648438,23.807801236838984,Copernicus_DSM_COG_30_N23_00_E092_00_DEM.tif
2436,2010-09-16 03:00:00,Mizoram,24.3069,93.125,762.44873046875,12.65302216554948,Copernicus_DSM_COG_30_N24_00_E093_00_DEM.tif
2539,2010-10-03 00:00:00,Arunachal Pradesh,28.3092,95.4149,1870.9359130859373,42.19471087753941,Copernicus_DSM_COG_30_N28_00_E095_00_DEM.tif
2569,2010-10-08 00:00:00,Nagaland,25.2745,94.0212,1067.34375,6.874131413469799,Copernicus_DSM_COG_30_N25_00_E094_00_DEM.tif
2570,2010-10-08 00:00:00,Manipur,24.837,93.9128,785.0609130859375,9.406757780181575,Copernicus_DSM_COG_30_N24_00_E093_00_DEM.tif
2566,2010-10-08 00:00:00,Nagaland,25.4769,94.1351,1668.579345703125,17.499561797366237,Copernicus_DSM_COG_30_N25_00_E094_00_DEM.tif
2567,2010-10-08 00:00:00,Manipur,25.6633,94.4703,1443.024169921875,2.556005297391722,Copernicus_DSM_COG_30_N25_00_E094_00_DEM.tif
2568,2010-10-08 00:00:00,Assam,24.7679,93.4108,516.9309692382812,21.60703916590005,Copernicus_DSM_COG_30_N24_00_E093_00_DEM.tif
2576,2010-10-09 00:00:00,Nagaland,25.4788,94.1399,1651.601318359375,13.033054106247087,Copernicus_DSM_COG_30_N25_00_E094_00_DEM.tif
2575,2010-10-09 00:00:00,Assam,25.5242,92.9914,150.61492919921875,12.177701346984987,Copernicus_DSM_COG_30_N25_00_E092_00_DEM.tif
2579,2010-10-09 00:00:00,Nagaland,25.682,94.1076,1441.2371826171875,9.069455213801898,Copernicus_DSM_COG_30_N25_00_E094_00_DEM.tif
2578,2010-10-09 00:00:00,Nagaland,25.3179,94.0462,994.1492919921876,10.349690707315748,Copernicus_DSM_COG_30_N25_00_E094_00_DEM.tif
2577,2010-10-09 00:00:00,Nagaland,25.5265,93.8673,1376.55322265625,20.310038493190905,Copernicus_DSM_COG_30_N25_00_E093_00_DEM.tif
2573,2010-10-09 00:00:00,Assam,25.1796,93.0083,685.9299926757812,6.939585346228515,Copernicus_DSM_COG_30_N25_00_E093_00_DEM.tif
2574,2010-10-09 00:00:00,Assam,25.4749,93.1477,151.63174438476562,4.191689144616718,Copernicus_DSM_COG_30_N25_00_E093_00_DEM.tif
2587,2010-10-10 06:00:00,Nagaland,25.6623,94.1072,1371.4375,12.046818166664938,Copernicus_DSM_COG_30_N25_00_E094_00_DEM.tif
2743,2010-11-22 00:00:00,Arunachal Pradesh,27.5798729,91.85672387,2757.57470703125,20.838030767868613,Copernicus_DSM_COG_30_N27_00_E091_00_DEM.tif
3269,2011-03-22 00:00:00,Arunachal Pradesh,28.0791,96.5242,553.9533081054688,18.20180478687209,Copernicus_DSM_COG_30_N28_00_E096_00_DEM.tif
3525,2011-05-22 00:00:00,Assam,25.0672,93.4093,459.5545043945313,11.93928095027912,Copernicus_DSM_COG_30_N25_00_E093_00_DEM.tif
3532,2011-05-24 00:00:00,Assam,25.0888,92.8551,244.4788360595703,11.634101476649994,Copernicus_DSM_COG_30_N25_00_E092_00_DEM.tif
3556,2011-05-31 14:00:00,Manipur,25.1555,93.8474,1397.519775390625,33.907692941353815,Copernicus_DSM_COG_30_N25_00_E093_00_DEM.tif
3560,2011-05-31 14:30:00,Manipur,24.8286,93.5935,710.215087890625,39.02219662966039,Copernicus_DSM_COG_30_N24_00_E093_00_DEM.tif
3633,2011-06-20 00:00:00,Nagaland,26.3186,94.5121,1248.058349609375,15.996166218227216,Copernicus_DSM_COG_30_N26_00_E094_00_DEM.tif
3637,2011-06-21 00:00:00,Nagaland,25.51614662,94.2341227,1650.436767578125,21.3884392955866,Copernicus_DSM_COG_30_N25_00_E094_00_DEM.tif
3663,2011-06-28 00:00:00,Nagaland,25.6682,94.1099,1427.8831787109375,10.254637864420616,Copernicus_DSM_COG_30_N25_00_E094_00_DEM.tif
3662,2011-06-28 00:00:00,Manipur,25.03561729,94.0144205,873.1486206054688,3.404701689669414,Copernicus_DSM_COG_30_N25_00_E094_00_DEM.tif
3672,2011-06-29 00:00:00,Assam,25.5125,93.3613,319.2935791015625,7.833569672433737,Copernicus_DSM_COG_30_N25_00_E093_00_DEM.tif
3683,2011-07-01 00:00:00,Nagaland,25.8782,94.1739,1341.722900390625,13.962493163094075,Copernicus_DSM_COG_30_N25_00_E094_00_DEM.tif
3738,2011-07-06 00:00:00,Manipur,24.8063,93.9482,782.4737548828125,0.4609845803933454,Copernicus_DSM_COG_30_N24_00_E093_00_DEM.tif
3741,2011-07-07 00:00:00,Nagaland,25.4191,94.1079,1395.17626953125,2.5640962385566257,Copernicus_DSM_COG_30_N25_00_E094_00_DEM.tif
3760,2011-07-11 09:00:00,Nagaland,25.6703,94.1095,1456.5213623046875,12.807964660098737,Copernicus_DSM_COG_30_N25_00_E094_00_DEM.tif
3776,2011-07-15 18:00:00,Arunachal Pradesh,27.125,93.7145,132.451416015625,0.2361451034521407,Copernicus_DSM_COG_30_N27_00_E093_00_DEM.tif
3789,2011-07-16 00:00:00,Arunachal Pradesh,27.2743,92.9064,648.58837890625,14.556889315140578,Copernicus_DSM_COG_30_N27_00_E092_00_DEM.tif
3794,2011-07-17 00:00:00,Sikkim,26.99195749,88.42280921,266.56561279296875,22.64628992144123,Copernicus_DSM_COG_30_N26_00_E088_00_DEM.tif
3805,2011-07-19 00:00:00,Sikkim,27.05374234,88.42572376,241.2666473388672,26.996574371788306,Copernicus_DSM_COG_30_N27_00_E088_00_DEM.tif
3806,2011-07-19 00:00:00,Arunachal Pradesh,27.1032,93.6884,149.3597869873047,2.495792051559221,Copernicus_DSM_COG_30_N27_00_E093_00_DEM.tif
3830,2011-07-22 00:00:00,Manipur,24.3527,94.3429,297.0299377441406,16.845244299250222,Copernicus_DSM_COG_30_N24_00_E094_00_DEM.tif
3831,2011-07-22 00:00:00,Manipur,24.7992,93.948,780.68310546875,0.4053355451746908,Copernicus_DSM_COG_30_N24_00_E093_00_DEM.tif
3837,2011-07-24 12:30:00,Assam,26.5836,93.0038,67.86807250976562,0.3865510118216163,Copernicus_DSM_COG_30_N26_00_E093_00_DEM.tif
3840,2011-07-25 00:00:00,Manipur,24.6869,93.9157,771.7228393554688,0.0558003606267175,Copernicus_DSM_COG_30_N24_00_E093_00_DEM.tif
3860,2011-07-29 00:00:00,Nagaland,25.4192,94.108,1382.6461181640625,13.025454427840229,Copernicus_DSM_COG_30_N25_00_E094_00_DEM.tif
3881,2011-08-05 00:00:00,Arunachal Pradesh,27.1034,93.6885,149.3597869873047,2.495792393168634,Copernicus_DSM_COG_30_N27_00_E093_00_DEM.tif
3912,2011-08-12 00:00:00,Arunachal Pradesh,27.44,92.2833,2626.048095703125,5.980541403773724,Copernicus_DSM_COG_30_N27_00_E092_00_DEM.tif
3916,2011-08-13 08:00:00,Assam,25.7713,93.8067,234.64732360839844,6.147465762150531,Copernicus_DSM_COG_30_N25_00_E093_00_DEM.tif
3925,2011-08-15 00:00:00,Arunachal Pradesh,27.4888,93.0153,524.2296142578125,12.96131937217704,Copernicus_DSM_COG_30_N27_00_E093_00_DEM.tif
3927,2011-08-16 08:00:00,Meghalaya,25.5144,90.2167,310.52703857421875,5.70328061889632,Copernicus_DSM_COG_30_N25_00_E090_00_DEM.tif
3932,2011-08-18 00:00:00,Nagaland,25.83,94.13,1015.3535766601562,8.435593945711203,Copernicus_DSM_COG_30_N25_00_E094_00_DEM.tif
3965,2011-09-06 08:00:00,Assam,24.808,93.117,37.671669006347656,1.4919606584657308,Copernicus_DSM_COG_30_N24_00_E093_00_DEM.tif
3983,2011-09-23 00:00:00,Assam,26.1548,91.7351,54.68962478637695,0.2897046642818099,Copernicus_DSM_COG_30_N26_00_E091_00_DEM.tif
4241,2012-03-04 00:00:00,Manipur,25.1604,93.6795,1093.4697265625,16.155551986655503,Copernicus_DSM_COG_30_N25_00_E093_00_DEM.tif
4313,2012-04-08 00:00:00,Arunachal Pradesh,28.4659,95.86,1059.2249755859375,30.686994366546653,Copernicus_DSM_COG_30_N28_00_E095_00_DEM.tif
4378,2012-06-02 00:00:00,Arunachal Pradesh,28.8254,96.1517,3591.05078125,23.867770419740364,Copernicus_DSM_COG_30_N28_00_E096_00_DEM.tif
4377,2012-06-02 00:00:00,Assam,26.1475,91.7356,50.504974365234375,0.259816626849842,Copernicus_DSM_COG_30_N26_00_E091_00_DEM.tif
4382,2012-06-03 00:00:00,Assam,25.1175,92.8573,152.45416259765625,8.189864551985943,Copernicus_DSM_COG_30_N25_00_E092_00_DEM.tif
4383,2012-06-03 00:00:00,Assam,25.3056,93.1265,313.8147888183594,12.657957390953309,Copernicus_DSM_COG_30_N25_00_E093_00_DEM.tif
4384,2012-06-03 00:00:00,Assam,25.1775,93.0123,656.19873046875,10.934599736750496,Copernicus_DSM_COG_30_N25_00_E093_00_DEM.tif
4394,2012-06-07 04:30:00,Sikkim,27.1748,88.6458,948.4487915039062,20.12576715605651,Copernicus_DSM_COG_30_N27_00_E088_00_DEM.tif
4403,2012-06-10 00:00:00,Manipur,24.8142,93.5444,534.1045532226562,24.729878557063632,Copernicus_DSM_COG_30_N24_00_E093_00_DEM.tif
4407,2012-06-13 00:00:00,Assam,25.0951,92.3567,236.08616638183597,25.7302166224286,Copernicus_DSM_COG_30_N25_00_E092_00_DEM.tif
4408,2012-06-13 00:00:00,Meghalaya,25.5498,92.0757,1259.6912841796875,17.61395037367604,Copernicus_DSM_COG_30_N25_00_E092_00_DEM.tif
4411,2012-06-14 04:00:00,Sikkim,27.339,88.6065,1518.2493896484375,20.43463559916604,Copernicus_DSM_COG_30_N27_00_E088_00_DEM.tif
4424,2012-06-20 00:00:00,Assam,26.149,91.7351,51.66925048828125,0.1323270579437389,Copernicus_DSM_COG_30_N26_00_E091_00_DEM.tif
4426,2012-06-22 00:00:00,Assam,26.1226,91.7162,77.5579605102539,18.507894467858858,Copernicus_DSM_COG_30_N26_00_E091_00_DEM.tif
4435,2012-06-25 00:00:00,Arunachal Pradesh,27.174,95.8011,294.7779846191406,0.4032250666103276,Copernicus_DSM_COG_30_N27_00_E095_00_DEM.tif
4436,2012-06-25 00:00:00,Arunachal Pradesh,26.9986,95.4993,654.2726440429688,18.43089061542242,Copernicus_DSM_COG_30_N26_00_E095_00_DEM.tif
4434,2012-06-25 18:00:00,Assam,26.1049,91.7369,164.45504760742188,14.592476059930002,Copernicus_DSM_COG_30_N26_00_E091_00_DEM.tif
4446,2012-07-05 00:00:00,Arunachal Pradesh,28.9986,94.8885,604.846435546875,5.399570365241572,Copernicus_DSM_COG_30_N28_00_E094_00_DEM.tif
