sample_id,sample_date,state,latitude,longitude,elevation,slope,target
BG_2575,2007-07-12,Assam,25.5242,92.9914,150.61492919921875,12.141655563948595,0
BG_2579,2007-08-25,Nagaland,25.682,94.1076,1441.2371826171875,9.853945744354979,0
BG_2578,2007-09-25,Nagaland,25.3179,94.0462,994.1492919921875,10.430040178772437,0
BG_2577,2007-07-30,Nagaland,25.5265,93.8673,1376.55322265625,16.619607845613295,0
BG_2573,2008-08-07,Assam,25.1796,93.0083,685.9299926757812,5.579341763684745,0
BG_2574,2009-09-15,Assam,25.4749,93.1477,151.63174438476562,4.225193687616515,0
BG_2587,2009-09-12,Nagaland,25.6623,94.1072,1371.4375,12.522138111184905,0
BG_2743,2008-08-15,Arunachal Pradesh,27.5798729,91.85672387,2757.57470703125,20.957683149838523,0
BG_3269,2010-05-29,Arunachal Pradesh,28.0791,96.5242,553.9533081054688,19.473114812070424,0
BG_3525,2009-08-09,Assam,25.0672,93.4093,459.55450439453125,10.707753160884128,0
BG_3532,2007-07-22,Assam,25.0888,92.8551,244.4788360595703,11.908762603110583,0
BG_3556,2010-04-11,Manipur,25.1555,93.8474,1397.519775390625,35.33152377804599,0
BG_3560,2009-08-11,Manipur,24.8286,93.5935,710.215087890625,40.947004817434504,0
BG_3633,2009-08-27,Nagaland,26.3186,94.5121,1248.058349609375,18.335295455110646,0
BG_3637,2009-08-09,Nagaland,25.51614662,94.2341227,1650.436767578125,21.656665151294096,0
BG_3663,2009-08-06,Nagaland,25.6682,94.1099,1427.8831787109375,10.39657212947064,0
BG_3662,2007-07-25,Manipur,25.03561729,94.0144205,873.1486206054688,1.750294545261313,0
BG_3672,2009-08-07,Assam,25.5125,93.3613,319.2935791015625,9.691978037049317,0
BG_3683,2010-04-19,Nagaland,25.8782,94.1739,1341.722900390625,14.943273727794663,0
BG_3738,2007-10-19,Manipur,24.8063,93.9482,782.4737548828125,0.6791583140659632,0
BG_3741,2009-08-19,Nagaland,25.4191,94.1079,1395.17626953125,1.6594911470021607,0
BG_3760,2007-07-10,Nagaland,25.6703,94.1095,1456.5213623046875,13.07152629953388,0
BG_3776,2008-06-04,Arunachal Pradesh,27.125,93.7145,132.451416015625,0.24118245694292584,0
BG_3789,2008-08-07,Arunachal Pradesh,27.2743,92.9064,648.58837890625,14.52495726994194,0
BG_3794,2010-07-04,Sikkim,26.99195749,88.42280921,266.56561279296875,23.096728603015197,0
BG_3805,2007-09-14,Sikkim,27.05374234,88.42572376,241.2666473388672,27.94774742610518,0
BG_3806,2007-10-13,Arunachal Pradesh,27.1032,93.6884,149.3597869873047,2.8279859646188776,0
BG_3830,2008-06-19,Manipur,24.3527,94.3429,297.0299377441406,19.03597709260396,0
BG_3831,2010-07-13,Manipur,24.7992,93.948,780.68310546875,0.14261052508516836,0
BG_3837,2010-05-29,Assam,26.5836,93.0038,67.86807250976562,0.3439630355576159,0
BG_3840,2007-07-11,Manipur,24.6869,93.9157,771.7228393554688,0.051140729916964535,0
BG_3860,2007-09-18,Nagaland,25.4192,94.108,1382.6461181640625,12.27617247937858,0
BG_3881,2010-05-08,Arunachal Pradesh,27.1034,93.6885,149.3597869873047,2.827986226341885,0
BG_3912,2007-07-17,Arunachal Pradesh,27.44,92.2833,2626.048095703125,4.533004888702008,0
BG_3916,2010-05-29,Assam,25.7713,93.8067,234.64732360839844,5.9189596582994,0
BG_3925,2007-10-14,Arunachal Pradesh,27.4888,93.0153,524.2296142578125,15.519584790197257,0
BG_3927,2010-06-13,Meghalaya,25.5144,90.2167,310.52703857421875,6.289482112979202,0
BG_3932,2007-10-17,Nagaland,25.83,94.13,1015.3535766601562,9.571734414643762,0
BG_3965,2008-08-06,Assam,24.808,93.117,37.671669006347656,2.392118359366561,0
BG_3983,2009-09-13,Assam,26.1548,91.7351,54.68962478637695,0.38378243183120775,0
BG_4241,2007-08-22,Manipur,25.1604,93.6795,1093.4697265625,17.06270524562739,0
BG_4313,2009-08-07,Arunachal Pradesh,28.4659,95.86,1059.2249755859375,30.87671786487958,0
BG_4378,2008-08-25,Arunachal Pradesh,28.8254,96.1517,3591.05078125,23.540266386482926,0
BG_4377,2010-04-16,Assam,26.1475,91.7356,50.504974365234375,0.33472749572151517,0
BG_4382,2013-07-12,Assam,25.1175,92.8573,152.45416259765625,10.227860546228543,0
BG_4383,2009-09-14,Assam,25.3056,93.1265,313.8147888183594,12.8410846791168,0
BG_4384,2008-06-19,Assam,25.1775,93.0123,656.19873046875,11.69347220806168,0
BG_4394,2008-06-18,Sikkim,27.1748,88.6458,948.4487915039062,18.57108273382141,0
BG_4403,2008-08-02,Manipur,24.8142,93.5444,534.1045532226562,26.715680746098954,0
BG_4407,2010-05-06,Assam,25.0951,92.3567,236.08616638183594,25.380171854841734,0
BG_4408,2008-05-16,Meghalaya,25.5498,92.0757,1259.6912841796875,20.44507922782404,0
BG_4411,2007-09-02,Sikkim,27.339,88.6065,1518.2493896484375,21.796815794809486,0
BG_4424,2008-05-19,Assam,26.149,91.7351,51.66925048828125,0.35764534614169197,0
BG_4426,2007-05-22,Assam,26.1226,91.7162,77.5579605102539,18.559108099628173,0
BG_4435,2007-07-28,Arunachal Pradesh,27.174,95.8011,294.7779846191406,0.418461501633868,0
BG_4436,2007-07-24,Arunachal Pradesh,26.9986,95.4993,654.2726440429688,19.607662759618318,0
BG_4434,2010-04-13,Assam,26.1049,91.7369,164.45504760742188,14.978538157054373,0
BG_4446,2010-03-24,Arunachal Pradesh,28.9986,94.8885,604.846435546875,6.390122612713969,0
BG_4552,2009-10-03,Sikkim,27.0377,88.3603,1479.0753173828125,18.636959614014973,0
BG_4556,2008-08-13,Sikkim,27.1675,88.3651,1516.3795166015625,22.547196686834507,0
BG_4570,2010-03-23,Arunachal Pradesh,27.8458,95.2253,134.03646850585938,0.21383135015486207,0
BG_4610,2007-08-31,Mizoram,23.7705,92.5217,69.35420227050781,5.652485435834454,0
BG_4757,2010-06-09,Arunachal Pradesh,28.1193,95.1645,763.1484375,31.171560752083405,0
BG_4798,2008-08-24,Arunachal Pradesh,28.8254,96.1509,3630.580322265625,28.333637780888576,0
BG_4845,2010-06-22,Mizoram,24.2315,92.6755,670.7227783203125,3.8653983437020623,0
BG_4848,2007-08-29,Tripura,24.0896,91.4663,107.05660247802734,1.222178591776373,0
BG_4860,2008-08-23,Assam,26.1016,91.6906,98.29304504394531,26.776629666976444,0
BG_4859,2009-10-03,Assam,26.1771,91.7599,77.53565979003906,7.507025108973674,0
BG_4858,2008-08-23,Assam,26.1662,91.7138,121.53782653808594,23.841626475245743,0
BG_4857,2008-08-09,Mizoram,23.7281,92.7175,1079.529296875,13.377185283247423,0
BG_4861,2007-09-02,Assam,24.9926,93.4946,1136.5438232421875,7.782969512511468,0
BG_4892,2008-06-12,Arunachal Pradesh,27.8776,94.25,946.2015380859375,31.21042280258349,0
BG_4906,2007-09-24,Nagaland,26.0977,94.7499,1550.5186767578125,4.747248938887835,0
BG_4905,2007-10-19,Nagaland,26.0977,94.7031,1737.668701171875,38.75278807710344,0
BG_4908,2009-09-30,Sikkim,27.3721,88.708,3190.539306640625,27.20197115592011,0
BG_4990,2009-08-26,Sikkim,27.3765,88.7628,3763.635986328125,20.791082376448276,0
BG_5005,2009-08-20,Nagaland,26.72,95.029,688.4716186523438,9.084873558338199,0
BG_5006,2008-06-07,Nagaland,26.1147,94.3864,337.5,9.10036839414118,0
BG_5087,2010-06-27,Nagaland,25.6269,94.1139,1567.5880126953125,13.056143004552263,0
BG_5084,2007-07-24,Nagaland,25.616,94.1167,1590.478759765625,23.61126377006474,0
BG_5107,2008-05-20,Nagaland,25.6269,94.1139,1567.5880126953125,13.056143004552263,0
BG_5123,2007-08-20,Nagaland,25.7131,94.0885,1401.7059326171875,26.706150205049614,0
BG_5122,2008-05-20,Nagaland,25.7658,93.9413,833.7742309570312,36.578371858967934,0
BG_5250,2010-06-28,Arunachal Pradesh,27.8837,93.0515,1558.798828125,40.06853921050361,0
BG_5269,2008-06-09,Nagaland,25.8376,94.5234,798.6962280273438,1.1819451322000414,0
BG_5275,2010-06-11,Nagaland,26.1498,94.6055,1734.0289306640625,25.7561084178504,0
BG_5272,2008-08-23,Nagaland,26.2083,94.5438,1473.24267578125,8.41750838438602,0
BG_5271,2009-10-04,Nagaland,26.284,94.5808,711.1846923828125,23.151207535394274,0
BG_5268,2008-08-12,Nagaland,26.0137,94.5163,1720.0069580078125,15.13729611609774,0
BG_5270,2007-10-10,Nagaland,26.0481,94.4619,856.384765625,24.44985769693506,0
BG_5274,2010-04-11,Nagaland,26.0838,94.564,1821.3651123046875,16.008288765903156,0
BG_5273,2010-07-01,Nagaland,26.1807,94.5497,1658.3319091796875,30.85067419935217,0
BG_5300,2007-10-10,Nagaland,25.318,94.0441,994.168701171875,11.101210687558725,0
BG_5312,2010-04-15,Assam,26.7103,94.693,688.3138427734375,14.817900307470186,0
BG_5427,2007-09-29,Nagaland,25.3833,94.1884,1683.362060546875,19.205819423492517,0
BG_5337,2010-03-23,Nagaland,26.4205,94.9731,697.493896484375,23.066015991201162,0
BG_5338,2010-04-17,Assam,26.8727,94.9275,133.6025848388672,2.78167324195934,0
BG_5336,2008-08-10,Nagaland,26.3897,94.9439,530.5360107421875,18.547973567345885,0
BG_5343,2010-03-28,Assam,24.7625,93.4341,651.69677734375,30.152852115519796,0
BG_5421,2007-10-12,Nagaland,26.4205,94.9731,697.493896484375,23.066015991201162,0
BG_5430,2007-07-22,Manipur,24.9037,93.487,1241.159423828125,26.78419435320772,0
BG_5431,2007-07-26,Assam,24.9829,93.5063,1314.5050048828125,26.284742453783096,0
BG_5429,2008-08-09,Sikkim,27.3425,88.2426,1383.0098876953125,30.021069845177745,0
BG_5442,2010-06-10,Arunachal Pradesh,27.1614,93.7525,149.61477661132812,4.621000055076318,0
BG_5441,2007-08-23,Arunachal Pradesh,28.611,94.9829,1690.5528564453125,38.98998666263213,0
BG_5476,2008-08-11,Sikkim,27.3736,88.7323,3413.894287109375,14.258584749029566,0
BG_5552,2009-10-05,Manipur,25.0985,94.3619,1896.70556640625,2.8596250078419754,0
BG_5575,2007-09-11,Nagaland,25.8266,94.1497,1386.3798828125,20.044350296576216,0
BG_5584,2010-03-24,Assam,26.1665,91.7049,239.8996124267578,11.463749205765803,0
BG_5582,2007-10-20,Assam,26.1309,91.8383,106.21235656738281,12.837520447492777,0
BG_5603,2010-05-05,Manipur,25.426,94.6024,1345.79541015625,11.386872692468025,0
BG_6015,2009-08-12,Arunachal Pradesh,27.9032,96.174,196.5,1.1053857993002187,0
BG_6016,2008-10-28,Assam,24.8669,92.3576,18.605215072631836,0.6452582611670367,0
BG_6105,2007-09-04,Arunachal Pradesh,28.9205,95.3429,4060.471435546875,21.555826142992093,0
BG_6106,2008-08-13,Assam,26.1407,91.7645,61.375457763671875,3.254360097277563,0
BG_6107,2010-05-30,Assam,26.1844,91.7896,60.07725524902344,1.46713515742547,0
BG_6110,2007-05-21,Assam,26.1619,91.7697,54.797542572021484,0.6778497685100712,0
BG_6112,2010-04-02,Assam,26.1964,91.7652,78.09309387207031,5.571555263934756,0
BG_6143,2008-08-22,Mizoram,23.7327,92.7463,835.0313720703125,23.85270630158703,0
BG_6513,2010-03-23,Tripura,23.0137,91.7174,29.435405731201172,3.55358466081232,0
BG_6200,2009-09-14,Arunachal Pradesh,27.0869,93.6086,314.74285888671875,4.201957925005642,0
BG_6331,2008-08-05,Nagaland,25.9466,94.6279,1376.4241943359375,31.43488369834322,0
BG_6291,2007-10-21,Meghalaya,25.7354,90.3852,336.98162841796875,3.027396318561089,0
BG_6286,2009-08-25,Assam,26.1044,91.7082,53.10300064086914,0.4118657325767047,0
BG_6282,2007-08-26,Assam,26.1097,91.7747,59.16788864135742,0.3907910223987338,0
BG_6287,2009-08-14,Assam,26.1295,91.7056,144.85511779785156,5.955405865097465,0
BG_6289,2007-07-26,Assam,26.1001,91.6849,78.21826934814453,20.01523238055724,0
BG_6283,2009-08-30,Assam,26.1314,91.7548,73.79217529296875,3.271298556575069,0
BG_6285,2009-08-25,Assam,26.159,91.8178,68.1056137084961,9.441845618869186,0
BG_6288,2007-07-23,Assam,26.1985,91.7998,78.13919067382812,9.3130438737423,0
BG_6284,2010-04-02,Assam,26.1324,91.8342,70.63053894042969,5.33857295571748,0
BG_6292,2008-08-02,Assam,25.7238,89.9032,36.08806610107422,5.077594454600511,0
BG_6290,2010-04-17,Meghalaya,25.5772,91.8666,1469.179931640625,4.850323033330765,0
BG_6213,2007-07-13,Meghalaya,25.8143,90.5763,59.0,1.284541405990802,0
BG_6222,2007-09-05,Arunachal Pradesh,27.1249,93.7706,155.3608856201172,18.891500323978526,0
BG_6214,2008-08-23,Meghalaya,25.9702,91.8587,282.1637878417969,12.26083445456824,0
BG_6293,2007-09-07,Meghalaya,25.5006,90.0896,44.06074142456055,1.843003171698103,0
BG_6775,2008-05-18,Assam,26.1468,91.6469,61.37715530395508,12.197117281971686,0
BG_6786,2009-09-13,Assam,24.6108,92.562,26.74592399597168,1.8579276456454064,0
BG_7591,2007-08-27,Assam,25.0318,92.4584,78.5792465209961,16.854512129156888,0
BG_7031,2009-09-17,Sikkim,27.6163,88.6586,1875.43017578125,38.902918512917935,0
BG_6971,2007-07-28,Arunachal Pradesh,27.0987,93.816,227.71990966796875,11.033658234419809,0
BG_6968,2007-09-04,Meghalaya,25.463,92.2121,1377.609130859375,1.3749903308280413,0
BG_6970,2009-08-15,Meghalaya,25.5084,90.2191,322.29132080078125,16.070522597649376,0
BG_6969,2010-04-18,Meghalaya,25.5114,90.215,305.30078125,12.793021062720015,0
BG_6945,2007-09-03,Manipur,25.16,93.686,1024.9775390625,35.615393587583235,0
BG_6963,2007-10-18,Mizoram,23.7131,92.7362,878.6339111328125,8.321373473221605,0
BG_6990,2010-06-15,Nagaland,26.0319,94.5466,1536.908935546875,39.217670311156645,0
BG_7138,2010-07-06,Sikkim,27.0816,88.4397,253.37242126464844,27.474551014785938,0
BG_7214,2009-08-14,Arunachal Pradesh,27.36,93.0385,407.9212951660156,11.736093543481376,0
BG_7265,2008-08-09,Manipur,25.5007,93.9854,1436.723876953125,24.13174514578227,0
BG_7253,2008-06-04,Assam,24.7979,92.9974,24.89543342590332,0.36082954527752503,0
BG_7267,2009-08-21,Manipur,25.3908,94.0926,1314.023193359375,9.710494841211126,0
BG_7264,2009-08-16,Manipur,25.4538,93.9827,1779.438720703125,23.91934561315618,0
BG_7263,2007-10-17,Manipur,25.4477,94.0489,1341.4984130859375,28.05951827665091,0
BG_7266,2007-05-22,Manipur,25.5098,93.8794,1642.406005859375,11.935280962582715,0
BG_7279,2007-08-28,Manipur,24.9818,93.5142,1246.028076171875,9.800555046118816,0
BG_7276,2010-06-27,Assam,26.1062,91.8717,253.56565856933594,5.281736175613449,0
BG_7364,2008-08-02,Manipur,24.819,94.3551,1615.25146484375,28.040013139423095,0
BG_7372,2008-08-18,Manipur,25.0634,94.3415,1783.8829345703125,24.052539914855245,0
BG_7389,2008-08-14,Manipur,24.4072,94.0644,1148.29443359375,28.350719567732504,0
BG_7371,2010-04-16,Manipur,23.9939,94.0573,969.0455322265625,12.07492951896979,0
BG_7374,2007-07-18,Manipur,25.1122,94.3591,1847.19091796875,11.943822935072935,0
BG_7385,2007-07-23,Manipur,24.004,93.9815,1446.16552734375,29.270360899040334,0
BG_7369,2007-10-13,Manipur,24.1988,94.1016,1384.861328125,26.114969980403732,0
BG_7373,2008-08-19,Manipur,24.9111,94.4759,1841.123779296875,24.958934743055607,0
BG_7390,2009-09-16,Manipur,24.4265,94.1913,1309.62158203125,7.454368255455166,0
BG_7384,2008-08-22,Manipur,23.9278,94.0906,938.96240234375,8.45205026779011,0
BG_7375,2008-08-08,Manipur,25.1941,94.4481,1728.680908203125,11.593168442944496,0
BG_7370,2010-06-22,Manipur,24.1419,94.1078,1147.467529296875,27.486505817919813,0
BG_7910,2007-08-31,Manipur,24.3481,94.1146,1008.185546875,4.2684334591647035,0
BG_7383,2009-08-10,Manipur,23.899,94.1434,268.95947265625,10.922792237896001,0
BG_7388,2008-10-27,Manipur,24.416,94.0984,1378.521240234375,23.012831473771392,0
BG_7387,2008-08-16,Manipur,24.954,94.2156,934.6778564453125,21.424472897043543,0
BG_7409,2010-05-05,Nagaland,25.72,94.6219,1709.866943359375,42.609595499994164,0
BG_7664,2007-10-10,Manipur,24.7459,93.4251,768.7366943359375,6.631046999248478,0
BG_7666,2010-06-26,Manipur,25.1019,93.3729,1131.4407958984375,5.636296233778962,0
BG_7665,2008-05-18,Manipur,24.7016,93.5291,663.2074584960938,13.912711943713912,0
BG_7660,2008-10-28,Nagaland,25.6237,94.1136,1621.5382080078125,27.665503809451607,0
BG_7887,2008-08-29,Arunachal Pradesh,27.8835,96.9262,940.10791015625,33.702819331621505,0
BG_7334,2010-05-28,Arunachal Pradesh,28.1737,94.7596,571.4259643554688,24.98198610672103,0
